NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,465,4,2.96,1,,,0
,465,4,2.88,1,,,0
,465,4,3.03,1,,,0
,465,4,3.0,1,,,0
,465,4,2.9,1,,,0
,465,4,2.9,1,,,0
,465,4,2.89,1,,,0
,465,4,2.98,1,,,0
,465,4,3.06,1,,,0
,465,4,2.94,1,,,0
,465,4,2.98,1,,,0
,465,4,2.92,1,,,0
,465,4,2.94,1,,,0
,465,4,2.93,1,,,0
,465,4,3.01,1,,,0
,465,4,3.1,1,,,0
,465,4,3.02,1,,,0
,465,4,3.02,1,,,0
,465,4,2.99,1,,,0
,465,4,3.38,1,,,0
,465,4,2.97,1,,,0
,465,4,2.98,1,,,0
,465,4,2.92,1,,,0
,465,4,2.99,1,,,0
,465,4,2.94,1,,,0
,465,4,2.94,1,,,0
,465,4,3.07,1,,,0
,465,4,2.98,1,,,0
,465,4,2.87,1,,,0
,465,4,3.0,1,,,0
