NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
108,1233,56,5.28,1,,,9
108,1233,56,5.17,1,,,9
84,1233,56,5.07,1,,,6
98,1233,56,4.36,1,,,8
81,1233,56,5.21,1,,,5
98,1233,56,4.52,1,,,8
108,1233,56,4.99,1,,,9
105,1233,56,4.9,1,,,8
108,1233,56,4.84,1,,,9
98,1233,56,4.42,1,,,8
98,1233,56,4.18,1,,,8
92,1233,56,4.26,1,,,8
108,1233,56,5.01,1,,,9
108,1233,56,5.1,1,,,9
108,1233,56,5.09,1,,,9
92,1233,56,4.49,1,,,8
108,1233,56,5.27,1,,,9
98,1233,56,4.91,1,,,8
108,1233,56,5.54,1,,,9
105,1233,56,4.74,1,,,8
98,1233,56,4.51,1,,,8
108,1233,56,5.17,1,,,9
98,1233,56,4.32,1,,,8
108,1233,56,5.0,1,,,9
108,1233,56,4.79,1,,,9
98,1233,56,4.18,1,,,8
95,1233,56,4.3,1,,,7
98,1233,56,4.11,1,,,8
98,1233,56,4.26,1,,,8
92,1233,56,4.32,1,,,8
