NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,1419,164,3.35,1,,,0
,1419,164,3.24,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.37,1,,,0
,1419,164,3.23,1,,,0
,1419,164,3.31,1,,,0
,1419,164,3.66,1,,,0
,1419,164,3.32,1,,,0
,1419,164,3.35,1,,,0
,1419,164,3.36,1,,,0
,1419,164,3.37,1,,,0
,1419,164,3.25,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.28,1,,,0
,1419,164,3.34,1,,,0
,1419,164,3.33,1,,,0
,1419,164,3.33,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.25,1,,,0
,1419,164,3.28,1,,,0
,1419,164,3.33,1,,,0
,1419,164,3.23,1,,,0
,1419,164,3.29,1,,,0
,1419,164,3.24,1,,,0
,1419,164,3.4,1,,,0
,1419,164,3.3,1,,,0
,1419,164,3.38,1,,,0
,1419,164,3.73,1,,,0
,1419,164,3.47,1,,,0
,1419,164,3.29,1,,,0
