NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
191,1108,50,3.8,1,,,11
182,1108,50,5.09,1,,,10
191,1108,50,4.84,1,,,11
182,1108,50,4.31,1,,,10
182,1108,50,4.35,1,,,10
182,1108,50,4.27,1,,,10
191,1108,50,3.92,1,,,11
232,1108,50,4.51,1,,,10
191,1108,50,3.92,1,,,11
191,1108,50,3.83,1,,,11
191,1108,50,3.8,1,,,11
191,1108,50,4.5,1,,,11
191,1108,50,5.2,1,,,11
191,1108,50,3.85,1,,,11
191,1108,50,3.96,1,,,11
191,1108,50,4.14,1,,,11
191,1108,50,3.99,1,,,11
182,1108,50,4.77,1,,,10
191,1108,50,4.13,1,,,11
191,1108,50,4.31,1,,,11
232,1108,50,4.25,1,,,10
191,1108,50,3.9,1,,,11
182,1108,50,4.76,1,,,10
191,1108,50,4.31,1,,,11
191,1108,50,3.88,1,,,11
191,1108,50,4.27,1,,,11
191,1108,50,3.98,1,,,11
191,1108,50,3.96,1,,,11
191,1108,50,3.84,1,,,11
191,1108,50,4.23,1,,,11
