NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
46,787,36,3.67,1,,,5
44,787,36,2.9,1,,,5
46,787,36,2.95,1,,,5
44,787,36,3.13,1,,,5
44,787,36,2.95,1,,,5
44,787,36,3.09,1,,,5
43,787,36,3.06,1,,,4
44,787,36,3.13,1,,,5
44,787,36,3.18,1,,,5
41,787,36,3.09,1,,,4
44,787,36,3.24,1,,,5
44,787,36,3.4,1,,,5
44,787,36,3.18,1,,,5
44,787,36,3.14,1,,,5
44,787,36,3.17,1,,,5
44,787,36,3.15,1,,,5
44,787,36,3.05,1,,,5
46,787,36,3.09,1,,,5
44,787,36,2.94,1,,,5
41,787,36,3.12,1,,,4
46,787,36,3.02,1,,,5
41,787,36,3.13,1,,,4
41,787,36,3.29,1,,,4
46,787,36,3.01,1,,,5
44,787,36,2.98,1,,,5
41,787,36,3.14,1,,,4
44,787,36,3.17,1,,,5
41,787,36,3.09,1,,,4
44,787,36,3.29,1,,,5
46,787,36,3.01,1,,,5
