NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
17,592,516,31.65,0,,,4,1083,105,82.0,2,87,1216,20.5,0.67,12,4.0,0.455,0.36,0.334,594,38,7,0.062,202,0,0.0,223,56,591
479,1331,1372,27.94,0,,,27,8629,838,4255.0,20,1481,9974,157.59,0.74,432,16.0,0.758,0.81,0.887,3300,3711,1232,4.275,250,1348,0.29,223,32,1592
425,1439,1372,27.95,0,,,25,33581,6423,3534.0,17,2950,40346,141.36,0.71,384,16.0,0.879,0.875,0.887,12265,4754,1222,4.13,250,1299,0.2,223,26,1642
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,867,758,36.55,0,,,7,11376,2363,174.0,3,721,13763,24.86,0.5,65,10.83,0.697,0.527,0.49,2312,496,66,1.07,203,93,0.09,223,22,908
3,779,752,30.77,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.033,202,0,0.0,223,43,876
461,1347,1392,27.92,0,,,27,8629,838,4255.0,19,1481,9974,157.59,0.73,416,16.0,0.758,0.819,0.9,3406,3711,1232,4.229,250,1352,0.3,223,32,1616
3,779,752,30.59,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.039,202,0,0.0,223,43,876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,863,758,32.43,0,,,4,4955,964,82.0,2,315,5929,20.5,0.67,12,4.0,0.697,0.525,0.49,1460,61,11,0.115,204,10,0.02,223,29,906
479,1368,1412,28.03,0,,,28,8836,846,4644.0,20,1540,10209,165.86,0.74,432,16.0,0.758,0.832,0.913,3514,3900,1275,4.359,250,1355,0.29,223,33,1641
419,1460,1392,27.87,0,,,24,42234,8384,3833.0,18,3418,50926,159.71,0.78,378,16.43,0.879,0.888,0.9,14402,4881,1114,4.256,247,1265,0.17,223,22,1667
3,779,752,30.95,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.04,202,0,0.0,223,43,876
3,779,752,33.24,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.037,202,0,0.0,223,43,876
3,779,752,30.88,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.047,202,0,0.0,223,43,876
461,1310,1352,27.95,0,,,26,8422,830,3885.0,19,1422,9739,149.42,0.73,416,16.0,0.758,0.797,0.875,3192,3522,1189,3.983,250,1046,0.24,223,32,1567
479,1368,1412,27.91,0,,,28,8836,846,4644.0,20,1540,10209,165.86,0.74,432,16.0,0.758,0.832,0.913,3514,3900,1275,4.182,250,1336,0.28,223,33,1641
419,1460,1392,27.84,0,,,24,42234,8384,3833.0,18,3418,50926,159.71,0.78,378,16.43,0.879,0.888,0.9,14402,4881,1114,4.694,247,1268,0.17,223,22,1667
419,1460,1392,28.06,0,,,24,42234,8384,3833.0,18,3418,50926,159.71,0.78,378,16.43,0.879,0.888,0.9,14402,4881,1114,4.35,247,1230,0.17,223,22,1667
3,867,758,31.32,0,,,2,2912,535,40.0,0,165,3450,20.0,0.0,2,2.0,0.697,0.527,0.49,1708,7,3,0.054,202,0,0.0,223,33,908
17,863,758,34.12,0,,,4,4955,964,82.0,2,315,5929,20.5,0.67,12,4.0,0.697,0.525,0.49,1460,61,11,0.107,204,10,0.02,223,29,906
74,867,758,35.9,0,,,7,11376,2363,174.0,3,721,13763,24.86,0.5,65,10.83,0.697,0.527,0.49,2312,496,66,0.938,203,93,0.09,223,22,908
3,594,516,30.33,0,,,2,671,30,40.0,0,47,715,20.0,0.0,2,2.0,0.515,0.361,0.334,596,5,3,0.033,202,0,0.0,223,84,593
3,779,752,30.89,0,,,2,1750,275,40.0,0,93,2040,20.0,0.0,2,2.0,0.636,0.474,0.486,1133,7,3,0.032,202,0,0.0,223,43,876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,635,518,31.51,0,,,3,823,33,65.0,1,95,881,21.67,0.5,13,6.5,0.697,0.386,0.335,662,30,21,0.123,203,0,0.0,223,70,623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,621,522,31.19,0,,,3,795,30,71.0,0,89,855,23.67,0.0,13,6.5,0.576,0.378,0.338,621,23,12,0.085,202,0,0.0,223,72,615
