NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
119,1260,64,4.54,1,,,8
187,1260,64,4.93,1,,,8
119,1260,64,4.1,1,,,8
119,1260,64,4.94,1,,,8
145,1260,64,4.34,1,,,9
94,1260,64,3.98,1,,,7
97,1260,64,4.61,1,,,5
119,1260,64,4.21,1,,,8
119,1260,64,4.3,1,,,8
94,1260,64,3.96,1,,,7
119,1260,64,4.11,1,,,8
119,1260,64,4.13,1,,,8
119,1260,64,4.07,1,,,8
119,1260,64,4.16,1,,,8
119,1260,64,4.19,1,,,8
119,1260,64,4.26,1,,,8
187,1260,64,4.93,1,,,8
119,1260,64,4.15,1,,,8
119,1260,64,4.91,1,,,8
119,1260,64,5.07,1,,,8
119,1260,64,4.16,1,,,8
94,1260,64,4.06,1,,,7
120,1260,64,4.64,1,,,6
145,1260,64,4.23,1,,,9
119,1260,64,4.15,1,,,8
187,1260,64,5.07,1,,,8
119,1260,64,4.17,1,,,8
187,1260,64,5.47,1,,,8
119,1260,64,4.74,1,,,8
145,1260,64,4.21,1,,,9
