NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
122,237,32,2.94,1,,,22
604,237,32,4.47,1,,,113
122,237,32,2.99,1,,,22
264,237,32,3.11,1,,,47
932,237,32,4.74,1,,,182
313,237,32,3.24,1,,,55
185,237,32,2.99,1,,,33
198,237,32,3.74,1,,,36
185,237,32,3.12,1,,,33
347,237,32,3.26,1,,,62
122,237,32,2.85,1,,,22
313,237,32,3.37,1,,,55
185,237,32,2.84,1,,,33
198,237,32,3.73,1,,,36
185,237,32,2.93,1,,,33
264,237,32,3.13,1,,,47
185,237,32,2.94,1,,,33
932,237,32,4.78,1,,,182
122,237,32,2.92,1,,,22
122,237,32,2.78,1,,,22
205,237,32,3.03,1,,,37
181,237,32,3.33,1,,,32
122,237,32,2.94,1,,,22
231,237,32,3.08,1,,,40
347,237,32,3.26,1,,,62
298,237,32,3.06,1,,,51
313,237,32,3.26,1,,,55
205,237,32,2.98,1,,,37
122,237,32,2.92,1,,,22
231,237,32,3.2,1,,,40
