NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,985,62,3.39,1,,,0
,985,62,3.22,1,,,0
,985,62,3.46,1,,,0
,985,62,3.54,1,,,0
,985,62,3.21,1,,,0
,985,62,3.19,1,,,0
,985,62,3.08,1,,,0
,985,62,3.28,1,,,0
,985,62,3.0,1,,,0
,985,62,3.13,1,,,0
,985,62,3.22,1,,,0
,985,62,3.25,1,,,0
,985,62,3.19,1,,,0
,985,62,3.32,1,,,0
,985,62,3.3,1,,,0
,985,62,3.24,1,,,0
,985,62,3.11,1,,,0
,985,62,3.24,1,,,0
,985,62,3.38,1,,,0
,985,62,3.16,1,,,0
,985,62,3.32,1,,,0
,985,62,3.24,1,,,0
,985,62,3.41,1,,,0
,985,62,3.29,1,,,0
,985,62,3.29,1,,,0
,985,62,3.03,1,,,0
,985,62,3.28,1,,,0
,985,62,3.1,1,,,0
,985,62,3.23,1,,,0
,985,62,3.09,1,,,0
