NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
86,763,24,3.79,1,,,7
92,763,24,3.83,1,,,12
222,763,24,4.16,1,,,28
92,763,24,3.7,1,,,11
222,763,24,4.26,1,,,28
92,763,24,3.81,1,,,12
92,763,24,3.53,1,,,11
92,763,24,3.72,1,,,11
222,763,24,3.92,1,,,28
122,763,24,4.25,1,,,18
92,763,24,3.63,1,,,12
92,763,24,3.67,1,,,12
110,763,24,3.87,1,,,15
92,763,24,3.9,1,,,12
126,763,24,3.56,1,,,10
126,763,24,3.6,1,,,10
86,763,24,3.58,1,,,7
92,763,24,3.59,1,,,12
92,763,24,3.56,1,,,11
92,763,24,3.84,1,,,12
92,763,24,4.33,1,,,12
126,763,24,3.43,1,,,10
92,763,24,3.62,1,,,12
112,763,24,3.95,1,,,16
92,763,24,3.68,1,,,12
222,763,24,4.21,1,,,28
92,763,24,3.71,1,,,12
92,763,24,3.62,1,,,12
92,763,24,3.63,1,,,11
92,763,24,3.5,1,,,12
