NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
198,103,46,899.96,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,986.089,409598,71725,2.29,24,4,99
198,103,46,898.67,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,988.895,167966,74063,2.37,24,4,99
198,103,46,898.99,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,985.059,31954,74063,2.37,24,4,99
198,103,46,897.95,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,982.13,19273,74063,2.37,24,4,99
198,103,46,899.25,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.835,31954,74063,2.37,24,4,99
198,103,46,898.58,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,982.807,63631,71725,2.29,24,4,99
198,103,46,898.67,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.041,446154,74063,2.37,24,4,99
198,103,46,898.66,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.033,409598,74063,2.37,24,4,99
198,103,46,898.58,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.018,20750,74063,2.37,24,4,99
198,103,46,898.68,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.908,447631,74063,2.37,24,4,99
198,103,46,898.67,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.602,120047,74063,2.37,24,4,99
198,103,46,898.67,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.299,287853,74063,2.37,24,4,99
198,103,46,898.73,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.492,186428,74063,2.37,24,4,99
198,103,46,898.43,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,998.14,256341,74063,2.37,24,4,99
198,103,46,898.69,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.461,84346,74063,2.37,24,4,99
198,103,46,898.69,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.102,414958,74063,2.37,24,4,99
198,103,46,898.96,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,968.89,28200,74063,2.37,24,4,99
198,103,46,898.3,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,985.108,210813,74063,2.37,24,4,99
198,103,46,898.37,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.901,423027,74063,2.37,24,4,99
198,103,46,898.66,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,985.544,322373,74063,2.37,24,4,99
198,103,46,899.7,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.57,31954,74063,2.37,24,4,99
198,103,46,898.73,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,983.576,276880,74063,2.37,24,4,99
198,103,46,898.6,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.366,409968,74063,2.37,24,4,99
198,103,46,898.49,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,985.283,79212,74063,2.37,24,4,99
198,103,46,898.59,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,979.778,414911,74063,2.37,24,4,99
198,103,46,898.86,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,979.634,409598,74063,2.37,24,4,99
198,103,46,898.46,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,945.592,459103,74063,2.37,24,4,99
198,103,46,898.35,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,947.505,117691,74063,2.37,24,4,99
198,103,46,898.24,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,984.91,208132,74063,2.37,24,4,99
198,103,46,898.61,0,,,5,2317,542,205.0,101,215,2874,41.0,20.2,92,18.4,0.25,0.507,0.418,99,4510,3923,970.309,165097,74063,2.37,24,4,99
