NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
125,1160,98,4.6,1,,,14
125,1160,98,4.76,1,,,14
117,1160,98,5.16,1,,,12
125,1160,98,4.68,1,,,14
125,1160,98,3.98,1,,,14
125,1160,98,4.59,1,,,14
125,1160,98,4.83,1,,,14
125,1160,98,4.69,1,,,14
125,1160,98,4.65,1,,,14
125,1160,98,4.54,1,,,14
125,1160,98,4.2,1,,,14
125,1160,98,3.95,1,,,14
125,1160,98,5.23,1,,,14
125,1160,98,5.37,1,,,14
125,1160,98,5.11,1,,,14
125,1160,98,3.89,1,,,14
125,1160,98,4.66,1,,,14
125,1160,98,4.86,1,,,14
125,1160,98,4.56,1,,,14
125,1160,98,4.61,1,,,14
125,1160,98,4.33,1,,,14
125,1160,98,4.01,1,,,14
125,1160,98,4.13,1,,,14
109,1160,98,4.45,1,,,11
117,1160,98,5.31,1,,,12
125,1160,98,4.74,1,,,14
161,1160,98,5.18,1,,,13
125,1160,98,4.61,1,,,14
125,1160,98,4.05,1,,,14
109,1160,98,4.41,1,,,11
