NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
3,493,26,2.89,0,,,1
3,460,20,2.68,0,,,1
33,499,36,2.93,0,,,4
26,492,26,2.97,0,,,3
33,499,36,2.99,0,,,4
,580,44,2.61,0,,,0
3,493,26,2.74,0,,,1
41,576,44,3.47,0,,,4
33,499,36,2.84,0,,,4
3,460,20,2.55,0,,,1
3,398,18,2.52,0,,,1
3,460,20,2.6,0,,,1
9,402,18,2.75,0,,,2
3,576,44,2.8,0,,,1
,580,44,2.61,0,,,0
9,402,18,2.76,0,,,2
3,460,20,2.8,0,,,1
3,576,44,2.68,0,,,1
3,487,32,2.86,0,,,1
3,460,20,2.45,0,,,1
3,493,26,2.66,0,,,1
3,576,44,2.8,0,,,1
33,499,36,2.96,0,,,4
,573,42,2.5,0,,,0
30,499,36,2.89,0,,,3
33,499,36,3.05,0,,,4
3,460,20,2.7,0,,,1
3,460,20,2.63,0,,,1
33,499,36,2.92,0,,,4
3,400,18,2.64,0,,,1
