NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
226,772,720,898.24,0,,,15,11820,1773,607.0,38,873,13837,40.47,2.53,173,11.53,0.667,0.47,0.466,1239,5633,4416,848.397,435408,31807,2.04,223,33,843
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,705,634,898.06,0,,,42,63669,10601,11452.0,103,8039,75639,272.67,2.45,934,22.24,0.697,0.429,0.41,1043,19900,5938,847.125,384513,4165,0.23,223,28,752
466,841,836,898.22,0,,,39,43136,7845,2234.0,42,3733,51490,57.28,1.08,385,9.87,0.667,0.512,0.541,1273,9429,3640,825.979,321446,13224,1.29,223,20,967
307,841,836,898.2,0,,,21,27249,4990,890.0,43,2144,32502,42.38,2.05,243,11.57,0.667,0.512,0.541,1275,8719,4580,844.219,300074,28764,1.64,223,23,967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,990,1016,898.05,0,,,20,16496,2238,1085.0,46,1598,19273,54.25,2.3,354,17.7,0.697,0.602,0.657,1658,9642,6708,831.797,396429,86062,2.2,223,29,1168
239,847,836,898.17,0,,,16,21409,3751,671.0,43,1605,25413,41.94,2.69,180,11.25,0.667,0.515,0.541,1751,7868,5203,847.326,438112,32257,1.79,223,26,972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,1187,1112,898.01,0,,,242,294267,50286,57758.0,233,35650,350121,238.67,0.96,3994,16.5,0.879,0.722,0.719,2761,93153,10732,611.797,173908,13476,0.33,223,22,1329
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4469,1187,1112,898.06,0,,,242,294267,50286,57758.0,233,35650,350121,238.67,0.96,3994,16.5,0.879,0.722,0.719,2761,93153,10732,609.676,176329,13439,0.33,223,22,1329
4469,1187,1112,898.07,0,,,242,294267,50286,57758.0,233,35650,350121,238.67,0.96,3994,16.5,0.879,0.722,0.719,2761,93153,10732,613.654,181882,13439,0.33,223,22,1329
520,990,1016,898.06,0,,,26,36628,6132,1353.0,55,3088,43389,52.04,2.12,439,16.88,0.697,0.602,0.657,2531,35808,13041,795.314,336584,52160,1.4,223,22,1169
239,847,836,897.64,0,,,16,21409,3751,671.0,43,1605,25413,41.94,2.69,180,11.25,0.667,0.515,0.541,1751,7868,5203,845.581,438112,30961,1.72,223,26,972
307,841,836,898.19,0,,,21,27249,4990,890.0,43,2144,32502,42.38,2.05,243,11.57,0.667,0.512,0.541,1275,8719,4580,852.134,300074,28771,1.64,223,23,967
717,968,996,898.0,0,,,32,28164,4172,1781.0,75,2307,33064,55.66,2.34,610,19.06,0.697,0.589,0.644,2381,29182,14681,746.624,218577,58936,1.9,223,27,1142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,845,836,898.07,0,,,14,16487,3018,601.0,27,1078,19744,42.93,1.93,166,11.86,0.727,0.514,0.541,1620,4426,3313,881.455,370880,8393,1.26,223,25,971
1232,963,994,898.61,0,,,49,32830,4311,3205.0,89,3583,38257,65.41,1.82,1094,22.33,0.697,0.586,0.643,1594,40551,14980,740.14,313179,76674,1.97,223,24,1138
207,845,836,898.09,0,,,14,16487,3018,601.0,27,1078,19744,42.93,1.93,166,11.86,0.727,0.514,0.541,1620,4426,3313,880.905,370880,8270,1.24,223,25,971
303,848,836,898.13,0,,,30,44964,8605,1426.0,35,3266,53927,47.53,1.17,238,7.93,0.667,0.516,0.541,1755,10029,4339,836.04,423039,13502,1.26,223,21,974
585,992,1016,897.6,0,,,31,25668,3860,1612.0,57,2082,30169,52.0,1.84,497,16.03,0.758,0.603,0.657,2083,23771,8894,792.875,204397,63695,2.05,223,26,1171
