NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
134,961,40,4.27,1,,,9
177,961,40,4.51,1,,,7
131,961,40,4.22,1,,,9
131,961,40,4.15,1,,,9
131,961,40,4.47,1,,,9
133,961,40,4.41,1,,,9
118,961,40,4.17,1,,,8
133,961,40,5.34,1,,,9
132,961,40,5.4,1,,,9
131,961,40,4.14,1,,,9
180,961,40,4.74,1,,,8
131,961,40,4.14,1,,,9
131,961,40,4.45,1,,,9
131,961,40,4.18,1,,,9
181,961,40,4.48,1,,,8
131,961,40,4.39,1,,,9
132,961,40,4.45,1,,,9
180,961,40,4.85,1,,,8
131,961,40,4.43,1,,,9
131,961,40,4.15,1,,,9
133,961,40,4.36,1,,,9
131,961,40,4.31,1,,,9
131,961,40,4.32,1,,,9
180,961,40,4.67,1,,,8
131,961,40,4.23,1,,,9
134,961,40,4.19,1,,,9
131,961,40,4.58,1,,,9
118,961,40,5.09,1,,,8
131,961,40,4.27,1,,,9
180,961,40,4.75,1,,,8
