NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1060,1574,202,8.41,1,,,33
1062,1574,202,7.92,1,,,34
1108,1574,202,8.69,1,,,33
1064,1574,202,8.97,1,,,35
1052,1574,202,8.89,1,,,36
1050,1574,202,8.01,1,,,35
1046,1574,202,11.18,1,,,33
1058,1574,202,8.51,1,,,32
1066,1574,202,13.58,1,,,33
1058,1574,202,9.05,1,,,32
1103,1574,202,7.99,1,,,33
1108,1574,202,8.43,1,,,33
1084,1574,202,8.43,1,,,33
1052,1574,202,8.85,1,,,36
1050,1574,202,7.99,1,,,35
1108,1574,202,12.44,1,,,33
1103,1574,202,7.76,1,,,33
1103,1574,202,7.9,1,,,33
1046,1574,202,8.81,1,,,33
1108,1574,202,12.1,1,,,33
1052,1574,202,8.99,1,,,36
1103,1574,202,7.98,1,,,33
1108,1574,202,8.49,1,,,33
1050,1574,202,8.26,1,,,35
1046,1574,202,9.06,1,,,33
1108,1574,202,8.55,1,,,33
1050,1574,202,7.95,1,,,35
1103,1574,202,7.93,1,,,33
1052,1574,202,8.85,1,,,36
1103,1574,202,8.19,1,,,33
