NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9878,12088,25.88,0,,,0,169621,23163,,,33062,198969,,,,,0.798,0.843,0.81,175807,,,0.581,202,0,0.0,6187,3071,12950
,10319,14424,26.13,0,,,0,579174,100575,,,16490,688720,,,,,0.202,0.881,0.966,588145,,,0.604,202,0,0.0,9322,4429,14741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10274,14382,25.87,0,,,0,460969,84129,,,13723,551902,,,,,0.202,0.877,0.963,467772,,,0.635,202,0,0.0,7963,3574,14657
,11018,14622,25.95,0,,,0,237651,52511,,,11726,290324,,,,,0.643,0.94,0.98,237812,,,0.463,202,0,0.0,3462,216,15395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9820,12206,26.0,0,,,0,225886,50464,,,11286,276429,,,,,0.667,0.838,0.818,225964,,,0.385,202,0,0.0,3462,165,12939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9878,12088,25.9,0,,,0,173544,23687,,,33904,203541,,,,,0.798,0.843,0.81,179854,,,0.601,202,0,0.0,6311,3118,12950
,10733,14512,25.96,0,,,0,195547,43088,,,9389,238749,,,,,0.476,0.916,0.972,195662,,,0.37,202,0,0.0,3462,227,15110
,9878,12088,26.3,0,,,0,177595,24225,,,34749,208284,,,,,0.798,0.843,0.81,184059,,,0.542,202,0,0.0,6465,3192,12950
,11018,14622,25.83,0,,,0,190488,41901,,,9253,232519,,,,,0.643,0.94,0.98,190617,,,0.358,202,0,0.0,3462,234,15395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10745,14516,26.18,0,,,0,209295,46249,,,10111,255608,,,,,0.5,0.917,0.972,209360,,,0.384,202,0,0.0,3462,175,15086
,10252,14204,26.16,0,,,0,220051,3621,,,21717,235783,,,,,0.321,0.875,0.952,232163,,,0.553,202,0,0.0,12113,3140,14527
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9877,12088,26.07,0,,,0,164236,22445,,,31936,192668,,,,,0.798,0.843,0.81,170224,,,0.633,202,0,0.0,5993,2972,12948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9878,12088,25.9,0,,,0,170803,23320,,,33312,200350,,,,,0.798,0.843,0.81,177031,,,0.604,202,0,0.0,6230,3093,12950
0,10253,14206,26.17,0,,,1,233000,3900,14.0,0,25662,251265,14.0,0.0,0,0.0,0.321,0.875,0.952,247366,,,0.529,202,0,0.0,14366,3701,14532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10286,14394,26.05,0,,,0,510787,92005,,,15035,610258,,,,,0.202,0.878,0.964,518253,,,0.635,202,0,0.0,8596,3939,14681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9877,12088,25.94,0,,,0,159563,21822,,,30956,187202,,,,,0.798,0.843,0.81,165380,,,0.519,202,0,0.0,5820,2886,12948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11018,14622,26.15,0,,,0,176418,38739,,,8510,215282,,,,,0.643,0.94,0.98,176544,,,0.421,202,0,0.0,3462,243,15395
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
