NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6717,8670,26.17,0,,,0,473186,86600,,,17690,567749,,,,,0.202,0.83,0.946,481150,,,0.623,202,0,0.0,7969,4052,8938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6683,7070,25.71,0,,,0,137817,26838,,,14039,165864,,,,,0.786,0.825,0.771,139026,,,0.511,202,0,0.0,1950,884,7917
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7438,8890,25.55,0,,,0,173581,37565,,,10393,211250,,,,,0.643,0.919,0.97,173684,,,0.436,202,0,0.0,1950,141,9621
,6668,8624,25.96,0,,,0,190718,33427,,,6754,227486,,,,,0.202,0.824,0.941,194060,,,0.494,202,0,0.0,4134,1774,8845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7195,8802,25.91,0,,,0,163529,35486,,,9638,199094,,,,,0.512,0.889,0.96,163607,,,0.443,202,0,0.0,1950,101,9359
,7195,8802,26.14,0,,,0,137876,29828,,,8048,167751,,,,,0.512,0.889,0.96,137924,,,0.41,202,0,0.0,1950,108,9357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6717,8670,25.95,0,,,0,422516,75462,,,15420,505015,,,,,0.202,0.83,0.946,429553,,,0.608,202,0,0.0,7061,3639,8938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7052,8822,26.2,0,,,0,490561,90402,,,18481,589275,,,,,0.5,0.871,0.962,498872,,,0.603,202,0,0.0,8329,4197,9281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
