NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
9,59,6,1.61,1,,,2
9,59,6,1.63,1,,,2
9,59,6,1.71,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.71,1,,,2
9,59,6,1.6,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.63,1,,,2
6,59,6,1.85,1,,,1
9,59,6,1.93,1,,,2
9,59,6,1.65,1,,,2
9,59,6,1.61,1,,,2
9,59,6,1.65,1,,,2
6,59,6,1.77,1,,,1
9,59,6,1.7,1,,,2
6,59,6,1.59,1,,,1
6,59,6,1.65,1,,,1
9,59,6,1.85,1,,,2
9,59,6,1.69,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.84,1,,,2
9,59,6,1.84,1,,,2
6,59,6,1.59,1,,,1
9,59,6,1.62,1,,,2
6,59,6,1.61,1,,,1
9,59,6,1.77,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.7,1,,,2
9,59,6,1.68,1,,,2
