NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
63,1080,40,4.29,1,,,6
49,1080,40,3.3,1,,,5
63,1080,40,3.67,1,,,6
63,1080,40,3.76,1,,,6
46,1080,40,3.36,1,,,5
49,1080,40,3.3,1,,,5
63,1080,40,3.72,1,,,6
63,1080,40,3.78,1,,,6
63,1080,40,3.62,1,,,6
49,1080,40,3.73,1,,,5
49,1080,40,3.37,1,,,5
49,1080,40,3.33,1,,,5
63,1080,40,3.58,1,,,6
46,1080,40,3.36,1,,,5
46,1080,40,3.48,1,,,4
49,1080,40,3.35,1,,,5
60,1080,40,3.54,1,,,5
49,1080,40,3.23,1,,,5
63,1080,40,3.65,1,,,6
46,1080,40,3.35,1,,,5
63,1080,40,3.54,1,,,6
49,1080,40,3.54,1,,,5
47,1080,40,3.54,1,,,4
46,1080,40,3.34,1,,,5
43,1080,40,3.21,1,,,4
63,1080,40,3.56,1,,,6
43,1080,40,3.36,1,,,4
49,1080,40,3.35,1,,,5
47,1080,40,3.49,1,,,4
63,1080,40,3.62,1,,,6
