NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
272,702,54,5.31,1,,,19
269,702,54,5.57,1,,,18
272,702,54,7.47,1,,,19
269,702,54,4.72,1,,,18
272,702,54,5.68,1,,,19
272,702,54,7.27,1,,,19
269,702,54,4.75,1,,,18
269,702,54,4.68,1,,,18
272,702,54,6.1,1,,,19
272,702,54,7.16,1,,,19
269,702,54,4.53,1,,,18
269,702,54,4.69,1,,,18
272,702,54,4.95,1,,,19
272,702,54,7.55,1,,,19
272,702,54,7.57,1,,,19
269,702,54,7.32,1,,,18
272,702,54,4.5,1,,,19
272,702,54,7.57,1,,,19
272,702,54,5.66,1,,,19
269,702,54,7.52,1,,,18
272,702,54,6.11,1,,,19
269,702,54,5.07,1,,,18
272,702,54,6.91,1,,,19
269,702,54,5.82,1,,,18
272,702,54,4.67,1,,,19
272,702,54,7.79,1,,,19
269,702,54,7.22,1,,,18
272,702,54,5.46,1,,,19
272,702,54,4.9,1,,,19
269,702,54,5.7,1,,,18
