NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
272,702,54,5.28,1,,,19
269,702,54,5.51,1,,,18
272,702,54,7.66,1,,,19
269,702,54,4.68,1,,,18
272,702,54,5.85,1,,,19
272,702,54,7.27,1,,,19
269,702,54,4.84,1,,,18
269,702,54,4.54,1,,,18
272,702,54,5.73,1,,,19
272,702,54,7.09,1,,,19
269,702,54,4.57,1,,,18
269,702,54,4.51,1,,,18
272,702,54,4.89,1,,,19
272,702,54,7.65,1,,,19
272,702,54,7.32,1,,,19
269,702,54,7.37,1,,,18
272,702,54,4.66,1,,,19
272,702,54,7.54,1,,,19
272,702,54,5.82,1,,,19
269,702,54,7.4,1,,,18
272,702,54,6.2,1,,,19
269,702,54,4.42,1,,,18
272,702,54,7.0,1,,,19
269,702,54,5.74,1,,,18
272,702,54,4.66,1,,,19
272,702,54,7.38,1,,,19
269,702,54,7.24,1,,,18
272,702,54,5.22,1,,,19
272,702,54,4.66,1,,,19
269,702,54,5.66,1,,,18
