NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
211,854,48,4.08,1,,,12
211,854,48,4.11,1,,,12
211,854,48,4.13,1,,,12
211,854,48,4.01,1,,,12
216,854,48,3.65,1,,,12
211,854,48,4.03,1,,,12
211,854,48,4.21,1,,,12
211,854,48,3.57,1,,,12
211,854,48,3.99,1,,,12
216,854,48,4.15,1,,,12
208,854,48,4.01,1,,,11
211,854,48,4.05,1,,,12
216,854,48,4.26,1,,,12
211,854,48,4.15,1,,,12
211,854,48,4.48,1,,,12
211,854,48,4.13,1,,,12
211,854,48,4.13,1,,,12
216,854,48,3.68,1,,,12
211,854,48,4.02,1,,,12
211,854,48,4.24,1,,,12
208,854,48,4.13,1,,,11
211,854,48,4.11,1,,,12
211,854,48,4.29,1,,,12
216,854,48,3.64,1,,,12
211,854,48,4.29,1,,,12
208,854,48,4.37,1,,,11
208,854,48,4.29,1,,,11
216,854,48,3.67,1,,,12
211,854,48,4.12,1,,,12
211,854,48,4.13,1,,,12
