NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
470,1274,142,9.36,1,,,29
470,1274,142,7.93,1,,,29
486,1274,142,18.03,1,,,29
486,1274,142,7.95,1,,,29
466,1274,142,11.44,1,,,29
486,1274,142,7.71,1,,,29
470,1274,142,10.09,1,,,29
466,1274,142,17.42,1,,,29
466,1274,142,11.03,1,,,29
470,1274,142,10.05,1,,,29
470,1274,142,17.07,1,,,29
466,1274,142,17.94,1,,,29
470,1274,142,10.0,1,,,29
466,1274,142,11.41,1,,,29
470,1274,142,10.4,1,,,29
470,1274,142,16.55,1,,,29
470,1274,142,18.47,1,,,29
470,1274,142,9.99,1,,,29
466,1274,142,15.91,1,,,29
470,1274,142,10.24,1,,,29
470,1274,142,8.14,1,,,29
470,1274,142,9.73,1,,,29
470,1274,142,9.8,1,,,29
470,1274,142,9.85,1,,,29
520,1274,142,8.91,1,,,29
470,1274,142,17.98,1,,,29
486,1274,142,8.21,1,,,29
470,1274,142,8.14,1,,,29
470,1274,142,9.38,1,,,29
466,1274,142,11.76,1,,,29
