NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
102,722,38,3.57,1,,,7
97,722,38,3.57,1,,,7
97,722,38,3.39,1,,,7
97,722,38,3.28,1,,,7
97,722,38,3.6,1,,,7
102,722,38,3.45,1,,,7
97,722,38,3.82,1,,,7
97,722,38,3.25,1,,,7
94,722,38,3.64,1,,,6
97,722,38,3.69,1,,,7
99,722,38,3.4,1,,,6
97,722,38,3.76,1,,,7
102,722,38,3.35,1,,,7
94,722,38,3.94,1,,,6
94,722,38,3.8,1,,,6
97,722,38,3.35,1,,,7
102,722,38,3.64,1,,,7
94,722,38,3.49,1,,,6
97,722,38,3.46,1,,,7
102,722,38,3.32,1,,,7
97,722,38,3.8,1,,,7
97,722,38,3.36,1,,,7
102,722,38,3.39,1,,,7
97,722,38,3.55,1,,,7
97,722,38,3.21,1,,,7
94,722,38,3.32,1,,,6
97,722,38,3.41,1,,,7
97,722,38,3.79,1,,,7
97,722,38,3.25,1,,,7
97,722,38,3.78,1,,,7
