NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
46,142,64,898.65,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,974.828,332427,0,0.0,33,6,135
46,142,64,898.53,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,990.373,365913,0,0.0,33,6,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,142,64,898.94,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,984.255,312542,0,0.0,33,6,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,142,64,901.97,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,990.982,392395,0,0.0,33,6,135
46,142,64,898.36,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,993.229,124476,0,0.0,33,6,135
46,142,64,898.33,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,993.975,350185,0,0.0,33,6,135
46,142,64,898.36,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,992.883,135423,0,0.0,33,6,135
46,142,64,898.26,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,993.686,241492,0,0.0,33,6,135
46,142,64,898.35,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,992.289,336491,0,0.0,33,6,135
46,142,64,898.42,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,994.067,199440,0,0.0,33,6,135
46,142,64,898.27,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,994.146,445943,0,0.0,33,6,135
46,142,64,898.28,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,994.136,455420,0,0.0,33,6,135
46,142,64,898.3,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,993.02,402155,0,0.0,33,6,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,142,64,898.01,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,998.075,250457,0,0.0,33,6,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,142,64,897.96,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,997.007,419005,0,0.0,33,6,135
46,142,64,898.07,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,1000.433,306118,0,0.0,33,6,135
46,142,64,905.66,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,1004.121,105847,0,0.0,33,6,135
46,142,64,898.31,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,997.007,461659,0,0.0,33,6,135
46,142,64,898.21,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,998.024,218387,0,0.0,33,6,135
46,142,64,897.96,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,997.008,274251,0,0.0,33,6,135
46,142,64,897.96,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,999.751,12215,0,0.0,33,6,135
46,142,64,897.91,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,997.025,344329,0,0.0,33,6,135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,142,64,898.27,0,,,2,941,238,49.0,26,51,1182,24.5,13.0,18,9.0,0.222,0.505,0.344,135,145,95,998.488,133147,0,0.0,33,6,135
