NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
7,7602,12742,897.26,0,,,3,211203,36610,62.0,2,28460,248033,20.67,1.0,3,1.5,0.588,0.939,0.981,15868,369,103,423.821,202,119,0.0,3645,315,13072
91,8085,12986,897.9,0,,,31,7068332,1203131,692.0,2,1067030,8268046,22.32,0.07,59,1.97,0.912,0.999,1.0,2871055,13513,36,302.612,202,59,0.0,3645,148,
328,7684,12728,897.36,0,,,110,126494,4844,2432.0,2,20515,138208,22.11,0.02,217,1.99,0.618,0.949,0.98,14060,343,115,289.558,202,138,0.01,3645,483,13030
100,8076,12980,899.89,0,,,33,7144219,1216267,736.0,2,1078791,8356802,22.3,0.06,65,1.97,0.824,0.998,1.0,2832535,14757,38,297.669,202,61,0.0,3645,148,
109,8086,12986,896.74,0,,,37,4248134,720755,808.0,2,645004,4971762,21.84,0.06,71,1.97,0.912,0.999,1.0,2820533,20310,40,322.765,202,57,0.0,43602,19216,
94,8079,12982,896.69,0,,,31,7075621,1204437,692.0,2,1068284,8276592,22.32,0.06,61,1.97,0.853,0.998,1.0,2839764,13698,37,297.623,202,60,0.0,3645,148,
97,8076,12980,897.09,0,,,32,7106516,1209740,714.0,2,1072947,8312706,22.31,0.06,63,1.97,0.824,0.998,1.0,2832531,14139,37,298.415,202,60,0.0,3645,148,
362,7681,12728,897.29,0,,,120,139841,4864,2676.0,2,23867,152673,22.3,0.02,241,2.03,0.588,0.949,0.98,14051,1266,116,295.081,202,141,0.01,3645,468,13029
271,7785,12772,897.12,0,,,91,2692002,458296,2012.0,2,378335,3179228,22.11,0.02,179,1.99,0.912,0.962,0.984,30955,215,96,335.986,202,120,0.0,3645,465,13167
172,7918,12818,896.35,0,,,58,6030910,1033175,1270.0,2,920046,7064281,21.9,0.04,113,1.98,0.912,0.978,0.987,184165,13284,60,345.482,202,70,0.0,3645,127,13346
73,8081,12984,896.06,0,,,24,3813926,645582,522.0,2,577609,4464153,21.75,0.08,47,1.96,0.882,0.999,1.0,2807076,13405,28,358.554,202,45,0.0,43602,21305,
328,7684,12728,896.48,0,,,110,126110,4748,2432.0,2,20323,137728,22.11,0.02,217,1.99,0.618,0.949,0.98,14060,343,115,339.931,202,137,0.01,3645,474,13030
166,7672,12362,896.06,0,,,55,5634076,965240,1204.0,2,859302,6599416,21.89,0.04,109,1.98,0.824,0.948,0.952,85917,13222,58,350.956,202,68,0.0,3645,128,12862
