NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
28,646,22,2.79,1,,,3
28,646,22,2.87,1,,,3
28,646,22,2.81,1,,,3
28,646,22,2.9,1,,,3
28,646,22,2.85,1,,,3
28,646,22,2.79,1,,,3
28,646,22,2.84,1,,,3
28,646,22,3.11,1,,,3
28,646,22,2.87,1,,,3
28,646,22,2.89,1,,,3
28,646,22,2.87,1,,,3
28,646,22,2.93,1,,,3
28,646,22,2.79,1,,,3
28,646,22,2.82,1,,,3
28,646,22,2.78,1,,,3
28,646,22,2.82,1,,,3
28,646,22,2.91,1,,,3
28,646,22,2.92,1,,,3
28,646,22,2.97,1,,,3
28,646,22,2.84,1,,,3
28,646,22,2.7,1,,,3
28,646,22,2.87,1,,,3
28,646,22,2.78,1,,,3
28,646,22,2.9,1,,,3
28,646,22,2.91,1,,,3
28,646,22,2.9,1,,,3
28,646,22,2.72,1,,,3
28,646,22,2.78,1,,,3
28,646,22,2.84,1,,,3
28,646,22,3.16,1,,,3
