NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
14,1386,1108,28.64,0,,,8,11650,2467,180.0,0,415,14232,22.5,0.0,11,1.57,0.578,0.443,0.325,3304,58,6,0.897,202,13,0.03,292,41,1301
14,1103,876,27.51,0,,,7,11937,2510,151.0,0,555,14473,21.57,0.0,11,1.57,0.267,0.353,0.257,1099,64,9,0.857,202,17,0.02,292,31,943
20,1054,812,29.09,0,,,9,2106,168,197.0,0,199,2375,21.89,0.0,16,2.0,0.244,0.337,0.239,870,55,10,0.342,202,7,0.03,292,68,867
31,1495,1120,28.2,0,,,7,19910,4277,193.0,0,1001,24220,27.57,0.0,26,4.33,0.644,0.478,0.329,3478,182,16,1.208,202,34,0.03,292,23,1353
20,1054,812,28.33,0,,,9,2106,168,197.0,0,199,2375,21.89,0.0,16,2.0,0.244,0.337,0.239,870,55,10,0.277,202,7,0.03,292,68,867
31,1495,1120,27.87,0,,,7,19910,4277,193.0,0,1001,24220,27.57,0.0,26,4.33,0.644,0.478,0.329,3478,182,16,1.162,202,34,0.03,292,23,1353
14,1443,1118,28.54,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,1.11,202,23,0.03,292,30,1348
20,1054,812,28.64,0,,,9,2106,168,197.0,0,199,2375,21.89,0.0,16,2.0,0.244,0.337,0.239,870,55,10,0.33,202,7,0.03,292,68,867
31,1495,1120,28.13,0,,,7,19910,4277,193.0,0,1001,24220,27.57,0.0,26,4.33,0.644,0.478,0.329,3478,182,16,1.261,202,34,0.03,292,23,1353
14,1443,1118,29.72,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.95,202,23,0.03,292,30,1348
14,1416,1118,28.75,0,,,8,12802,2723,180.0,0,483,15636,22.5,0.0,11,1.57,0.622,0.453,0.328,3591,61,6,0.757,202,13,0.02,292,40,1332
14,1443,1118,28.55,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.802,202,23,0.03,292,30,1348
14,1443,1118,28.37,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.911,202,23,0.03,292,30,1348
14,1443,1118,28.82,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.691,202,23,0.03,292,30,1348
55,1503,1120,28.36,0,,,7,31239,6850,207.0,0,1531,38120,29.57,0.0,50,8.33,0.644,0.48,0.329,7926,347,27,2.075,202,50,0.02,292,23,1357
14,1443,1118,29.1,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.9,202,23,0.03,292,30,1348
14,1443,1118,28.62,0,,,8,15090,3215,180.0,0,707,18328,22.5,0.0,11,1.57,0.622,0.461,0.328,4247,92,9,0.875,202,23,0.03,292,30,1348
20,1054,812,28.27,0,,,9,2106,168,197.0,0,199,2375,21.89,0.0,16,2.0,0.244,0.337,0.239,870,55,10,0.282,202,0,0.0,292,68,867
14,1136,934,28.22,0,,,9,3689,570,185.0,0,212,4328,20.56,0.0,11,1.38,0.267,0.363,0.274,1021,56,8,0.573,202,0,0.0,292,46,1004
55,1503,1120,27.98,0,,,7,31239,6850,207.0,0,1531,38120,29.57,0.0,50,8.33,0.644,0.48,0.329,7926,347,27,2.165,202,50,0.02,292,23,1357
55,1503,1120,29.41,0,,,7,31239,6850,207.0,0,1531,38120,29.57,0.0,50,8.33,0.644,0.48,0.329,7926,347,27,2.054,202,50,0.02,292,23,1357
55,1503,1120,28.07,0,,,7,31239,6850,207.0,0,1531,38120,29.57,0.0,50,8.33,0.644,0.48,0.329,7926,347,27,2.012,202,50,0.02,292,23,1357
14,1136,934,28.32,0,,,9,3689,570,185.0,0,212,4328,20.56,0.0,11,1.38,0.267,0.363,0.274,1021,56,8,0.58,202,0,0.0,292,46,1004
55,1503,1120,28.23,0,,,7,38123,8397,207.0,0,1893,46555,29.57,0.0,50,8.33,0.644,0.48,0.329,10492,408,31,2.186,202,67,0.03,292,37,1357
14,1136,934,28.12,0,,,9,3689,570,185.0,0,212,4328,20.56,0.0,11,1.38,0.267,0.363,0.274,1021,56,8,0.56,202,0,0.0,292,46,1004
78,992,744,27.76,0,,,7,31787,6972,215.0,0,1557,38792,30.71,0.0,72,10.29,0.133,0.317,0.219,773,377,33,1.487,202,71,0.03,292,35,773
20,992,744,27.84,0,,,8,12802,2723,180.0,0,483,15636,22.5,0.0,16,2.0,0.133,0.317,0.219,773,61,6,0.621,202,13,0.02,292,40,773
79,1166,796,27.73,0,,,7,38318,8399,207.0,0,1954,46775,29.57,0.0,73,10.43,0.467,0.373,0.234,984,451,32,2.038,202,67,0.03,292,41,928
47,1495,1120,27.82,0,,,8,23324,5011,238.0,0,1191,28385,29.75,0.0,41,5.86,0.644,0.478,0.329,3501,278,20,0.979,202,34,0.02,292,23,1353
20,1054,812,27.9,0,,,9,2106,168,197.0,0,199,2375,21.89,0.0,16,2.0,0.244,0.337,0.239,870,55,10,0.343,202,0,0.0,292,68,867
