NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
1814,319,176,898.3,0,,,89,50910,11192,4789.0,365,10242,66260,53.81,4.1,1360,15.28,1.0,0.952,0.967,1921,140177,50864,939.269,282097,258942,1.87,24,4,323
1752,319,176,898.31,0,,,127,38443,7900,7480.0,372,7762,49620,58.9,2.93,1253,9.87,1.0,0.952,0.967,1799,97432,39726,938.984,289145,221233,1.93,11,3,323
1808,319,176,898.27,0,,,86,60909,14116,4894.0,369,11981,79341,56.91,4.29,1355,15.76,1.0,0.952,0.967,1883,134993,49336,938.412,265706,257151,1.86,44,7,323
1659,319,176,898.21,0,,,84,47525,10661,4716.0,327,9581,61929,56.14,3.89,1248,14.86,1.0,0.952,0.967,1991,120336,48541,940.145,357111,243299,1.9,11,4,323
1814,319,176,898.24,0,,,89,50910,11192,4789.0,365,10242,66260,53.81,4.1,1360,15.28,1.0,0.952,0.967,1921,140177,50864,939.312,291440,258942,1.87,24,4,323
1536,322,176,898.24,0,,,96,27412,5101,8283.0,316,5474,34873,86.28,3.29,1124,11.71,1.0,0.961,0.967,1768,65043,40676,939.752,401781,275676,2.07,64,24,323
1536,322,176,898.37,0,,,96,27413,5101,8283.0,316,5475,34874,86.28,3.29,1124,11.71,1.0,0.961,0.967,1769,65074,40702,939.528,313907,275678,2.07,64,24,323
1808,319,176,898.22,0,,,86,60909,14116,4894.0,369,11981,79341,56.91,4.29,1355,15.76,1.0,0.952,0.967,1883,134993,49336,938.22,174865,257151,1.86,44,7,323
1823,319,176,898.24,0,,,97,52610,11714,5168.0,365,10617,68528,53.28,3.76,1361,14.03,1.0,0.952,0.967,1918,142535,51177,939.297,242476,255767,1.9,13,4,323
1814,319,176,898.28,0,,,89,50910,11192,4789.0,365,10242,66260,53.81,4.1,1360,15.28,1.0,0.952,0.967,1921,140177,50864,939.523,380482,269258,1.94,24,4,323
2065,319,176,898.71,0,,,396,66268,15241,14362.0,331,12648,85843,36.27,0.84,1346,3.4,1.0,0.952,0.967,1999,107583,42703,935.299,170131,472649,2.12,44,10,323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,319,176,898.4,0,,,97,52610,11714,5168.0,365,10617,68528,53.28,3.76,1361,14.03,1.0,0.952,0.967,1918,142535,51177,938.802,329360,255767,1.9,13,4,323
