NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
779,571,472,897.42,0,,,43,109617,22404,6809.0,72,7640,132709,158.35,1.67,664,15.44,0.171,0.305,0.261,501,10516,1868,870.672,78787,1864,0.14,223,28,501
921,779,644,897.91,0,,,39,64845,10586,1983.0,57,5682,76749,50.85,1.46,825,21.15,0.571,0.416,0.356,1105,24773,7850,763.71,221640,27703,1.44,223,22,767
921,779,644,897.97,0,,,39,64845,10586,1983.0,57,5682,76749,50.85,1.46,825,21.15,0.571,0.416,0.356,1105,24773,7850,766.661,232480,27703,1.44,223,22,767
719,571,472,897.78,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,76.442,126623,2689,0.24,445,139,501
921,779,644,898.06,0,,,39,64845,10586,1983.0,57,5682,76749,50.85,1.46,825,21.15,0.571,0.416,0.356,1105,24773,7850,765.444,223421,27703,1.44,223,22,767
633,1237,1138,898.06,0,,,31,71362,13686,1580.0,51,5072,85738,50.97,1.65,551,17.77,0.886,0.661,0.629,2212,32540,17063,683.554,373484,72727,1.6,223,24,1357
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,571,472,897.83,0,,,41,107876,22351,7181.0,70,7217,130766,175.15,1.71,584,14.24,0.171,0.305,0.261,501,6918,1243,874.967,415239,1562,0.14,223,30,501
1075,782,644,897.87,0,,,51,52382,7298,2775.0,68,5185,61286,54.41,1.33,956,18.75,0.571,0.418,0.356,1262,23329,7641,754.127,418306,32123,1.57,223,26,768
1075,782,644,897.74,0,,,51,52381,7298,2775.0,68,5184,61285,54.41,1.33,956,18.75,0.571,0.418,0.356,1261,23278,7599,754.935,359037,32121,1.57,223,26,768
719,571,472,897.79,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,65.51,64535,3037,0.27,445,139,501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,571,472,897.89,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,74.906,400837,3037,0.27,445,139,501
719,571,472,897.74,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,61.351,462020,2288,0.21,445,139,501
883,1178,1138,897.83,0,,,43,65477,10564,2433.0,44,5956,77470,56.58,1.02,796,18.51,0.857,0.629,0.629,2941,22750,5651,802.904,60938,10239,0.81,223,22,1351
921,779,644,898.02,0,,,39,64845,10586,1983.0,57,5682,76749,50.85,1.46,825,21.15,0.571,0.416,0.356,1105,24773,7850,762.964,220749,27703,1.44,223,22,767
1190,875,762,897.53,0,,,58,44799,5457,3156.0,62,5168,51876,54.41,1.07,1070,18.45,0.657,0.467,0.421,1660,24407,8070,751.567,215657,21985,1.33,223,26,904
719,571,472,897.88,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,67.974,251195,2300,0.21,445,139,501
719,571,472,897.88,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,77.469,50592,2284,0.21,445,139,501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,571,472,897.88,0,,,41,107876,22351,7181.0,70,7217,130766,175.15,1.71,584,14.24,0.171,0.305,0.261,501,6918,1243,876.15,462260,1562,0.14,223,30,501
883,1178,1138,897.94,0,,,43,65477,10564,2433.0,44,5956,77470,56.58,1.02,796,18.51,0.857,0.629,0.629,2941,22750,5651,800.229,62892,10794,0.86,223,22,1351
633,1237,1138,898.05,0,,,31,71362,13686,1580.0,51,5072,85738,50.97,1.65,551,17.77,0.886,0.661,0.629,2212,32540,17063,683.295,401457,72727,1.6,223,24,1357
1106,1135,1120,898.1,0,,,54,42395,5183,3324.0,63,5031,49147,61.56,1.17,989,18.31,0.743,0.606,0.619,2198,23574,6775,792.445,37851,41007,1.6,223,24,1301
719,571,472,897.88,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,75.833,241015,2300,0.21,445,139,501
719,571,472,897.91,0,,,45,24557,2191,17655.0,72,3408,28011,392.33,1.6,602,13.38,0.171,0.305,0.261,501,8483,2798,74.461,423636,3412,0.31,445,139,501
779,571,472,897.88,0,,,43,109617,22404,6809.0,72,7640,132709,158.35,1.67,664,15.44,0.171,0.305,0.261,501,10516,1868,869.17,97685,1864,0.14,223,28,501
921,779,644,898.01,0,,,39,64845,10586,1983.0,57,5682,76749,50.85,1.46,825,21.15,0.571,0.416,0.356,1105,24773,7850,766.195,223495,27703,1.44,223,22,767
1037,1160,1146,898.03,0,,,55,53241,7544,3306.0,53,5376,62412,60.11,0.96,929,16.89,0.743,0.62,0.634,2725,22343,6188,788.552,395016,27981,1.5,223,25,1332
1160,1160,1146,897.77,0,,,58,84376,13692,3108.0,81,6622,99888,53.59,1.4,1021,17.6,0.743,0.62,0.634,4525,38116,16487,685.15,197536,168676,2.12,223,27,1333
