NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
124,1213,78,5.47,1,,,10
130,1213,78,5.17,1,,,10
124,1213,78,5.39,1,,,10
124,1213,78,5.48,1,,,10
124,1213,78,5.34,1,,,10
124,1213,78,5.25,1,,,10
124,1213,78,5.62,1,,,10
124,1213,78,5.29,1,,,10
130,1213,78,5.26,1,,,10
124,1213,78,5.54,1,,,10
124,1213,78,5.4,1,,,10
124,1213,78,5.64,1,,,10
130,1213,78,5.04,1,,,10
124,1213,78,5.09,1,,,10
130,1213,78,5.28,1,,,10
124,1213,78,5.08,1,,,10
124,1213,78,5.86,1,,,10
124,1213,78,5.89,1,,,10
124,1213,78,5.18,1,,,10
130,1213,78,5.2,1,,,10
124,1213,78,5.51,1,,,10
124,1213,78,5.26,1,,,10
124,1213,78,5.25,1,,,10
124,1213,78,5.47,1,,,10
124,1213,78,5.48,1,,,10
124,1213,78,5.25,1,,,10
124,1213,78,5.55,1,,,10
124,1213,78,5.53,1,,,10
124,1213,78,5.46,1,,,10
124,1213,78,5.19,1,,,10
