NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,3244,90,4.7,0,,,0
,3178,80,4.88,0,,,0
,3178,80,4.68,0,,,0
,1854,40,4.01,0,,,0
,1808,38,3.91,0,,,0
,3178,80,4.72,0,,,0
,1854,40,4.28,0,,,0
,1854,40,3.99,0,,,0
,1808,38,4.4,0,,,0
,3254,90,5.29,0,,,0
,1859,40,4.08,0,,,0
,2707,40,4.22,0,,,0
,3254,90,4.91,0,,,0
,2707,40,4.27,0,,,0
,3178,80,4.95,0,,,0
,1854,40,3.96,0,,,0
,1854,40,4.05,0,,,0
,1854,40,4.43,0,,,0
,2707,40,4.14,0,,,0
,3178,80,4.82,0,,,0
,1808,38,4.2,0,,,0
,3173,80,4.65,0,,,0
,2112,54,4.02,0,,,0
,1808,38,3.9,0,,,0
,3178,80,4.74,0,,,0
,1859,40,3.94,0,,,0
,3254,90,4.7,0,,,0
,1808,38,3.98,0,,,0
,1854,40,4.01,0,,,0
,3178,80,4.79,0,,,0
