NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
6,59,6,1.69,1,,,1
9,59,6,1.64,1,,,2
9,59,6,1.85,1,,,2
9,59,6,1.77,1,,,2
9,59,6,2.0,1,,,2
9,59,6,1.73,1,,,2
6,59,6,1.82,1,,,1
9,59,6,1.91,1,,,2
9,59,6,1.79,1,,,2
9,59,6,1.81,1,,,2
9,59,6,1.73,1,,,2
6,59,6,1.65,1,,,1
6,59,6,1.83,1,,,1
6,59,6,1.9,1,,,1
9,59,6,1.83,1,,,2
9,59,6,1.67,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.9,1,,,2
9,59,6,1.71,1,,,2
9,59,6,1.73,1,,,2
9,59,6,1.79,1,,,2
9,59,6,1.83,1,,,2
9,59,6,1.86,1,,,2
9,59,6,1.71,1,,,2
9,59,6,1.95,1,,,2
9,59,6,1.82,1,,,2
9,59,6,1.72,1,,,2
9,59,6,1.78,1,,,2
9,59,6,1.78,1,,,2
