NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
224,857,50,3.79,1,,,12
224,857,50,4.2,1,,,12
268,857,50,4.1,1,,,11
224,857,50,3.78,1,,,12
224,857,50,4.12,1,,,12
268,857,50,4.09,1,,,11
268,857,50,4.04,1,,,11
268,857,50,4.04,1,,,11
213,857,50,4.51,1,,,11
213,857,50,4.12,1,,,11
268,857,50,4.14,1,,,11
268,857,50,4.01,1,,,11
224,857,50,4.16,1,,,12
213,857,50,4.13,1,,,11
224,857,50,4.13,1,,,12
224,857,50,4.13,1,,,12
268,857,50,4.03,1,,,11
224,857,50,4.13,1,,,12
224,857,50,3.89,1,,,12
224,857,50,3.63,1,,,12
224,857,50,4.13,1,,,12
224,857,50,3.8,1,,,12
224,857,50,4.16,1,,,12
224,857,50,4.17,1,,,12
224,857,50,4.09,1,,,12
213,857,50,4.33,1,,,11
224,857,50,3.99,1,,,12
224,857,50,4.06,1,,,12
224,857,50,3.96,1,,,12
224,857,50,4.09,1,,,12
