NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1534,2119,202,15.43,1,,,36
1534,2119,202,10.6,1,,,36
1546,2119,202,9.94,1,,,44
1534,2119,202,9.74,1,,,45
1534,2119,202,9.71,1,,,45
1534,2119,202,8.44,1,,,36
1534,2119,202,9.78,1,,,45
1442,2119,202,9.33,1,,,39
1430,2119,202,9.3,1,,,40
1546,2119,202,7.85,1,,,35
1534,2119,202,9.81,1,,,45
1453,2119,202,10.47,1,,,41
1546,2119,202,8.06,1,,,35
1592,2119,202,9.32,1,,,43
1478,2119,202,9.27,1,,,40
1534,2119,202,8.18,1,,,36
1463,2119,202,10.46,1,,,44
1430,2119,202,9.23,1,,,40
1463,2119,202,9.53,1,,,44
1534,2119,202,10.08,1,,,45
1534,2119,202,10.31,1,,,45
1430,2119,202,9.35,1,,,40
1534,2119,202,7.99,1,,,36
1546,2119,202,9.84,1,,,44
1534,2119,202,9.73,1,,,45
1440,2119,202,10.03,1,,,41
1534,2119,202,9.75,1,,,45
1534,2119,202,8.76,1,,,36
1478,2119,202,9.26,1,,,40
1546,2119,202,7.94,1,,,35
