NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
603,2632,180,8.77,1,,,24
1557,2632,180,16.33,1,,,130
1069,2632,180,19.18,1,,,78
738,2632,180,10.03,1,,,39
612,2632,180,9.12,1,,,25
1152,2632,180,17.39,1,,,85
738,2632,180,9.93,1,,,39
603,2632,180,8.73,1,,,24
612,2632,180,9.12,1,,,25
612,2632,180,7.62,1,,,25
612,2632,180,9.32,1,,,25
1152,2632,180,17.53,1,,,85
612,2632,180,9.2,1,,,25
738,2632,180,10.72,1,,,39
675,2632,180,8.91,1,,,32
738,2632,180,10.46,1,,,39
1152,2632,180,18.03,1,,,85
567,2632,180,13.1,1,,,20
603,2632,180,8.8,1,,,24
1152,2632,180,17.76,1,,,85
648,2632,180,9.05,1,,,29
567,2632,180,7.74,1,,,24
612,2632,180,7.55,1,,,25
603,2632,180,8.84,1,,,24
675,2632,180,8.8,1,,,32
648,2632,180,8.86,1,,,29
612,2632,180,10.16,1,,,25
612,2632,180,9.42,1,,,25
1152,2632,180,16.86,1,,,85
1069,2632,180,20.56,1,,,78
