NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL,TimPreAdj,TimTran
12,1195,58,1.91,1,,,3,1575,182,17.0,0,144,1792,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.323,206,40,0.1,10,4,196,0.421,1.131
12,1195,58,1.76,1,,,3,1278,155,17.0,0,108,1474,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.307,206,43,0.13,11,5,196,0.402,1.047
12,1195,58,1.63,1,,,3,1368,161,17.0,0,117,1567,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.271,206,43,0.13,11,5,196,0.365,0.949
12,1195,58,1.66,1,,,3,1353,160,17.0,0,116,1552,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.259,206,43,0.13,12,5,196,0.331,1.058
12,1195,58,1.89,1,,,3,1575,182,17.0,0,144,1792,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.306,206,40,0.1,11,4,196,0.416,1.145
12,1195,58,1.69,1,,,3,1368,161,17.0,0,117,1567,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.296,206,43,0.13,12,5,196,0.39,1.01
12,1195,58,2.02,1,,,3,1575,182,17.0,0,144,1792,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.318,206,40,0.1,11,4,196,0.428,1.237
12,1195,58,2.0,1,,,3,1485,176,17.0,0,135,1699,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.309,206,40,0.11,11,5,196,0.444,1.22
12,1195,58,2.0,1,,,3,1353,160,17.0,0,116,1552,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.333,206,42,0.12,12,5,196,0.425,1.188
12,1195,58,1.79,1,,,3,1353,160,17.0,0,116,1552,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.291,206,43,0.13,12,5,196,0.379,1.096
12,1195,58,1.92,1,,,3,1575,182,17.0,0,144,1792,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.355,206,40,0.1,10,4,196,0.472,1.101
12,1195,58,1.88,1,,,3,1485,176,17.0,0,135,1699,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.288,206,40,0.11,11,5,196,0.4,1.134
12,1195,58,1.67,1,,,3,1278,155,17.0,0,108,1474,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.273,206,43,0.13,11,5,196,0.399,0.992
12,1195,58,1.83,1,,,3,1485,176,17.0,0,135,1699,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.276,206,40,0.11,11,5,196,0.377,1.161
12,1195,58,1.74,1,,,3,1353,160,17.0,0,116,1552,5.67,0.0,9,3.0,0.542,0.906,0.879,425,84,25,0.27,206,43,0.13,12,5,196,0.34,1.091
12,1195,58,1.78,1,,,3,1253,150,17.0,0,105,1445,5.67,0.0,9,3.0,0.542,0.906,0.879,425,82,24,0.277,206,37,0.12,12,6,196,0.369,1.095
12,1195,58,1.96,1,,,3,1575,182,17.0,0,144,1792,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.325,206,40,0.1,12,4,196,0.409,1.262
12,1195,58,2.1,1,,,3,1500,177,17.0,0,137,1715,5.67,0.0,9,3.0,0.542,0.906,0.879,425,93,25,0.388,206,40,0.11,11,5,196,0.476,1.263
12,1195,58,1.76,1,,,3,1253,150,17.0,0,105,1445,5.67,0.0,9,3.0,0.542,0.906,0.879,425,82,24,0.316,206,37,0.12,12,6,196,0.447,1.022
