NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
1560,15,6,30.34,0,,,39
1560,15,6,30.35,0,,,39
1560,15,6,30.33,0,,,39
1560,15,6,30.34,0,,,39
1806,15,6,30.33,0,,,42
1560,15,6,30.37,0,,,39
1560,15,6,30.35,0,,,39
1560,15,6,30.34,0,,,39
1560,15,6,30.33,0,,,39
1560,10,4,30.33,0,,,39
1560,10,4,30.35,0,,,39
1560,15,6,30.34,0,,,39
1560,15,6,30.34,0,,,39
1560,15,6,30.36,0,,,39
1560,15,6,30.36,0,,,39
1560,15,6,30.33,0,,,39
1806,15,6,30.33,0,,,42
1560,15,6,30.35,0,,,39
1806,15,6,30.34,0,,,43
1560,15,6,30.35,0,,,39
1560,15,6,30.33,0,,,39
1560,15,6,30.36,0,,,39
1806,15,6,30.34,0,,,42
1806,15,6,30.37,0,,,43
1560,15,6,30.33,0,,,39
1560,15,6,30.35,0,,,39
1560,15,6,30.33,0,,,39
1560,15,6,30.33,0,,,39
1806,15,6,30.36,0,,,42
1560,15,6,30.35,0,,,39
