NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
6273,1034,8,30.16,0,,,76
14350,1895,252,30.16,0,,,130
5549,1819,256,30.15,0,,,69
14371,1235,36,30.22,0,,,130
102,2079,282,30.22,0,,,2
8091,1387,92,30.2,0,,,139
142,952,0,32.01,0,,,3
81,952,0,30.28,0,,,3
6023,952,0,30.11,0,,,73
6384,1151,22,30.21,0,,,77
6144,982,4,30.18,0,,,74
75,2892,482,30.22,0,,,2
11313,1681,178,30.2,0,,,299
14265,1836,218,30.05,0,,,103
130,3087,604,30.52,0,,,2
14311,1804,190,30.17,0,,,129
6384,1219,40,30.21,0,,,77
10609,1433,98,30.07,0,,,234
2310,952,0,30.48,0,,,35
6384,1441,94,30.17,0,,,77
5904,952,0,30.29,0,,,72
2206,2371,414,30.07,0,,,34
130,3056,586,30.22,0,,,2
130,3084,602,30.22,0,,,2
10519,1470,104,30.14,0,,,276
2416,2371,414,30.17,0,,,36
2416,2371,414,30.24,0,,,36
8269,1263,66,30.21,0,,,199
10796,1466,104,30.09,0,,,283
5432,1977,304,30.2,0,,,69
