NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
12,2971,716,30.36,0,,,3
761,2432,456,30.36,0,,,53
51,3020,664,11.8,0,,,12
92,2583,510,11.24,0,,,14
232,1615,164,30.32,0,,,14
232,2534,566,30.25,0,,,14
45,2676,520,11.21,0,,,8
45,2676,520,11.1,0,,,8
,2857,550,7.34,0,,,0
12,1808,204,30.3,0,,,1
51,3020,664,12.11,0,,,12
813,2427,452,30.34,0,,,57
244,2545,534,30.26,0,,,16
45,2676,520,11.08,0,,,8
1714,1941,346,30.33,0,,,22
12,2408,474,30.31,0,,,1
1714,2314,452,30.33,0,,,22
232,2808,674,30.22,0,,,15
244,2930,726,30.25,0,,,6
12,1949,282,30.32,0,,,1
90,2768,618,30.32,0,,,6
,2857,550,7.26,0,,,0
12,1949,282,30.42,0,,,1
45,2676,520,11.21,0,,,8
244,2513,518,30.24,0,,,16
729,2429,454,30.34,0,,,47
134,2604,514,12.79,0,,,21
,2857,550,7.25,0,,,0
201,2237,416,30.34,0,,,4
,2857,550,7.35,0,,,0
