NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,,,,,,,
21115,1955,322,899.87,0,,,688
106031,2574,638,899.95,0,,,5205
11284,2064,350,899.95,0,,,639
147977,2802,632,899.9,0,,,8998
203867,1934,250,899.92,0,,,4127
10123,1082,0,900.13,0,,,641
11627,1082,0,900.21,0,,,876
322689,1661,202,899.83,0,,,2466
204307,1934,250,899.93,0,,,4131
,,,,,,,
105859,2571,638,899.92,0,,,5198
145006,2857,642,899.71,0,,,8823
,,,,,,,
,,,,,,,
,,,,,,,
148623,2956,694,899.81,0,,,9036
,,,,,,,
,,,,,,,
10128,2562,506,899.88,0,,,642
,,,,,,,
317715,2300,538,899.95,0,,,2426
10235,1896,316,899.89,0,,,645
,,,,,,,
,,,,,,,
,,,,,,,
3916,1792,280,902.33,0,,,159
203214,1302,82,899.96,0,,,4124
270990,2516,560,899.79,0,,,16241
317715,2322,548,899.96,0,,,2427
