NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
250,2712,556,30.15,0,,,45
2156,2459,486,30.19,0,,,136
309,2209,464,30.19,0,,,56
453,2044,426,30.16,0,,,51
317,1171,18,30.11,0,,,52
5497,2181,414,30.16,0,,,147
840,1122,0,30.19,0,,,81
6259,1363,80,30.04,0,,,400
286,1122,0,30.2,0,,,49
4281,2850,612,30.16,0,,,262
5259,1054,0,30.13,0,,,384
757,1689,262,30.18,0,,,52
11883,1306,64,30.08,0,,,223
425,1825,348,30.12,0,,,64
389,2282,446,30.19,0,,,60
11793,1343,72,30.03,0,,,219
474,1684,258,30.12,0,,,52
6653,1382,92,30.12,0,,,409
259,1122,0,30.13,0,,,46
1823,1191,40,30.01,0,,,112
318,2209,464,30.15,0,,,57
6561,1310,72,30.13,0,,,401
6863,1311,72,30.18,0,,,414
10892,1383,104,30.09,0,,,232
354,2210,464,30.17,0,,,61
11883,1244,52,30.06,0,,,223
4360,2483,496,30.18,0,,,271
2026,2317,438,30.15,0,,,123
230,1122,0,30.16,0,,,44
268,2274,488,30.12,0,,,47
