NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
,3685,650,12.64,0,,,0
730,1596,200,30.23,0,,,86
8875,1561,118,30.23,0,,,360
9295,1555,116,30.22,0,,,365
455,2358,372,30.21,0,,,63
,3685,650,13.12,0,,,0
656,1292,38,30.2,0,,,76
446,1875,236,30.17,0,,,62
1181,1613,242,30.19,0,,,81
781,1739,238,30.05,0,,,94
744,1197,0,30.26,0,,,88
1482,1600,202,30.25,0,,,86
902,1562,128,30.23,0,,,84
,,,,,,,
1171,1666,244,30.2,0,,,105
841,1609,198,30.21,0,,,98
9505,1491,102,30.23,0,,,368
715,1598,196,30.07,0,,,84
778,1734,234,30.18,0,,,91
9826,1297,34,30.19,0,,,373
8287,1504,104,30.12,0,,,351
463,1426,82,30.21,0,,,57
778,1463,106,30.22,0,,,80
9634,1282,32,29.98,0,,,370
877,1714,220,30.21,0,,,102
378,1813,224,30.18,0,,,56
9155,1491,102,30.21,0,,,363
482,1914,244,30.18,0,,,66
8708,1530,112,30.23,0,,,356
1441,1675,248,30.22,0,,,85
