NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
233,1553,0,30.15,0,,,18
,3646,830,9.19,0,,,0
,3863,1054,11.93,0,,,0
4,2298,286,8.37,0,,,1
4,2298,286,8.05,0,,,1
4,2298,286,9.33,0,,,1
,3646,830,8.8,0,,,0
233,3667,818,30.17,0,,,18
,3114,662,8.15,0,,,0
,3882,1062,11.67,0,,,0
,3681,876,8.97,0,,,0
,3696,816,8.77,0,,,0
,3114,662,8.13,0,,,0
467,2669,436,30.19,0,,,20
,3863,1054,12.13,0,,,0
489,2880,535,30.12,0,,,22
,3646,830,8.9,0,,,0
489,1967,178,29.95,0,,,21
489,2561,392,30.13,0,,,21
375,2563,358,30.17,0,,,35
,3646,830,9.37,0,,,0
519,2474,362,30.15,0,,,22
,3114,662,8.15,0,,,0
253,3641,810,30.19,0,,,19
,3863,1054,11.92,0,,,0
,3114,662,8.31,0,,,0
253,1553,0,30.29,0,,,19
,3114,662,8.16,0,,,0
467,2441,354,30.1,0,,,20
190,3667,818,30.15,0,,,16
