NoAffS,VL,VC,Time,Result,AFC,SFC,NoR
6000,2067,304,902.71,0,,,581
12516,2464,342,899.65,0,,,609
,,,,,,,
6082,2060,304,899.83,0,,,593
,,,,,,,
,,,,,,,
18144,2303,308,899.61,0,,,1262
8297,3256,454,900.92,0,,,461
6098,2002,282,899.78,0,,,594
9084,2192,252,900.82,0,,,565
,,,,,,,
18458,2342,314,899.91,0,,,1280
,,,,,,,
,,,,,,,
19061,1369,0,899.92,0,,,1225
,,,,,,,
15554,1973,156,899.73,0,,,515
,,,,,,,
9063,2205,254,899.68,0,,,564
602,5135,1026,902.56,0,,,80
,,,,,,,
5323,2003,156,900.26,0,,,199
,,,,,,,
,,,,,,,
,,,,,,,
93619,1599,66,900.34,0,,,1232
94690,2069,264,900.71,0,,,1252
6164,2055,304,900.01,0,,,605
,,,,,,,
,,,,,,,
