NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
3054,1424,258,12.23,1,,,92,83932,12174,3360.0,0,15178,97420,36.52,0.0,2962,32.2,0.309,0.854,0.754,1062,37659,2038,5.0,245,2364,0.14,17,7,663
2906,1424,258,11.4,1,,,91,72702,10766,3245.0,0,12462,85157,35.66,0.0,2815,30.93,0.309,0.854,0.754,1316,34033,2101,4.754,245,2287,0.16,20,7,663
2906,1424,258,11.74,1,,,91,72702,10766,3245.0,0,12462,85157,35.66,0.0,2815,30.93,0.309,0.854,0.754,1316,34033,2101,4.71,245,2287,0.16,20,7,663
2886,1424,258,14.55,1,,,89,147230,22847,3183.0,0,24973,171012,35.76,0.0,2797,31.43,0.309,0.854,0.754,1152,56840,1939,5.541,257,2169,0.08,15,8,663
3120,1424,258,12.65,1,,,92,93793,13283,3426.0,0,17639,108748,37.24,0.0,3028,32.91,0.309,0.854,0.754,1062,39495,2356,5.05,251,2772,0.14,23,7,663
2982,1424,258,10.84,1,,,89,83853,12070,3279.0,0,15145,97412,36.84,0.0,2893,32.51,0.309,0.854,0.754,1152,38858,1625,4.32,257,1767,0.12,15,6,663
2906,1424,258,11.59,1,,,91,72702,10766,3245.0,0,12462,85157,35.66,0.0,2815,30.93,0.309,0.854,0.754,1316,34033,2101,4.893,245,2287,0.16,20,7,663
3039,1424,258,11.55,1,,,92,100035,16113,3345.0,0,15999,118421,36.36,0.0,2947,32.03,0.309,0.854,0.754,1242,47403,1722,4.701,262,1880,0.1,27,7,663
2978,1424,258,12.85,1,,,89,106590,16753,3275.0,0,17882,124054,36.8,0.0,2889,32.46,0.309,0.854,0.754,1062,36692,2154,4.98,258,2475,0.13,12,6,663
3415,1424,258,9.69,1,,,89,70587,11026,3732.0,0,11686,83571,41.93,0.0,3326,37.37,0.309,0.854,0.754,1062,36557,1440,3.938,265,1530,0.14,21,6,663
3003,1424,258,11.37,1,,,92,97479,15718,3309.0,0,15634,114895,35.97,0.0,2911,31.64,0.309,0.854,0.754,1242,45676,1541,4.708,256,1665,0.09,16,5,663
3003,1424,258,12.45,1,,,92,134293,21454,3309.0,0,21994,156910,35.97,0.0,2911,31.64,0.309,0.854,0.754,1242,53199,1655,4.628,256,1815,0.07,12,5,663
3039,1424,258,12.35,1,,,92,100035,16113,3345.0,0,15999,118421,36.36,0.0,2947,32.03,0.309,0.854,0.754,1242,47403,1722,5.065,262,1880,0.1,27,7,663
2982,1424,258,11.08,1,,,89,83853,12070,3279.0,0,15145,97412,36.84,0.0,2893,32.51,0.309,0.854,0.754,1152,38858,1625,4.3,257,1767,0.12,15,6,663
3003,1424,258,10.77,1,,,92,97479,15718,3309.0,0,15634,114895,35.97,0.0,2911,31.64,0.309,0.854,0.754,1242,45676,1541,4.355,256,1665,0.09,16,5,663
3015,1424,258,10.96,1,,,92,79749,12837,3321.0,0,12786,94622,36.1,0.0,2923,31.77,0.309,0.854,0.754,1242,40782,1382,4.409,256,1423,0.11,20,6,663
3003,1424,258,11.48,1,,,92,97479,15718,3309.0,0,15634,114895,35.97,0.0,2911,31.64,0.309,0.854,0.754,1242,45676,1541,4.702,256,1665,0.09,16,5,663
2886,1424,258,11.58,1,,,89,98443,14125,3183.0,0,17829,114121,35.76,0.0,2797,31.43,0.309,0.854,0.754,1152,43651,1662,4.709,257,1781,0.1,15,7,663
3102,1424,258,9.7,1,,,92,65787,9973,3408.0,0,11532,77615,37.04,0.0,3010,32.72,0.309,0.854,0.754,1062,36353,1282,3.869,257,1362,0.13,18,5,663
3415,1424,258,10.17,1,,,89,72461,11316,3732.0,0,11972,85817,41.93,0.0,3326,37.37,0.309,0.854,0.754,1062,35950,1516,4.2,265,1666,0.14,22,7,663
2886,1424,258,11.79,1,,,89,98443,14125,3183.0,0,17829,114121,35.76,0.0,2797,31.43,0.309,0.854,0.754,1152,43651,1662,4.781,257,1781,0.1,15,7,663
3003,1424,258,13.1,1,,,92,134293,21454,3309.0,0,21994,156910,35.97,0.0,2911,31.64,0.309,0.854,0.754,1242,53199,1655,5.013,256,1783,0.07,12,5,663
3039,1424,258,11.25,1,,,92,100035,16113,3345.0,0,15999,118421,36.36,0.0,2947,32.03,0.309,0.854,0.754,1242,47403,1722,4.8,262,1880,0.1,27,7,663
2906,1424,258,11.26,1,,,91,72702,10766,3245.0,0,12462,85157,35.66,0.0,2815,30.93,0.309,0.854,0.754,1316,34033,2101,4.732,245,2287,0.16,20,7,663
3063,1424,258,10.22,1,,,92,76839,12314,3369.0,0,12308,91250,36.62,0.0,2971,32.29,0.309,0.854,0.754,1242,39410,1333,3.885,256,1367,0.11,18,6,663
3156,1424,258,11.51,1,,,92,86344,13676,3462.0,0,14156,101890,37.63,0.0,3064,33.3,0.309,0.854,0.754,1062,41427,1634,4.802,257,1852,0.12,20,7,663
