NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
15957,1538,410,700.28,0,,,1233,3486182,359510,40339.0,0,731795,4249597,32.72,0.0,14725,11.94,0.326,0.504,0.453,69924,3938796,22541,376.604,433,14705,0.04,1041,427,1032
1167,1078,192,40.53,0,,,152,54282,5486,3283.0,0,12345,62122,21.6,0.0,1034,6.8,0.273,0.353,0.212,1850,19703,919,12.119,259,1206,0.11,44,18,501
1800,1192,286,77.68,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,19.014,218,1611,0.03,174,85,687
7198,1556,422,694.42,0,,,438,1994521,197406,26488.0,0,433445,2404782,60.47,0.0,6760,15.43,0.333,0.51,0.466,57954,2204827,21458,345.864,434,13063,0.06,1220,383,1068
1800,1192,286,76.45,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.497,218,1605,0.03,174,85,687
30,831,94,2.0,0,,,6,595,46,68.0,0,154,692,11.33,0.0,24,4.0,0.205,0.272,0.104,275,60,20,0.102,203,0,0.0,17,11,252
1800,1192,286,77.68,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.971,218,1605,0.03,174,85,687
1800,1192,286,77.13,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.346,218,1611,0.03,174,85,687
1800,1192,286,76.35,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.43,218,1605,0.03,174,85,687
15876,1538,410,741.89,0,,,1192,3925369,413834,38824.0,0,802695,4763469,32.57,0.0,14685,12.32,0.326,0.504,0.453,75217,3982598,27614,408.467,415,18694,0.05,1251,486,1032
1176,1165,272,70.89,0,,,117,690486,84091,1682.0,0,109431,806010,14.38,0.0,1059,9.05,0.242,0.382,0.3,6868,291859,4043,28.219,228,3656,0.05,481,175,650
15957,1538,410,696.76,0,,,1233,3486182,359510,40339.0,0,731795,4249597,32.72,0.0,14725,11.94,0.326,0.504,0.453,69924,3938796,22541,373.137,433,14699,0.04,1041,427,1032
951,1160,264,41.76,0,,,171,195470,24386,2438.0,0,33779,224237,14.26,0.0,780,4.56,0.242,0.38,0.291,4906,44329,565,10.483,206,835,0.04,153,86,634
1800,1192,286,76.61,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.731,218,1605,0.03,174,85,687
1800,1192,286,76.86,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.86,218,1611,0.03,174,85,687
263,1136,262,31.91,0,,,33,169272,20890,387.0,0,25985,198233,11.73,0.0,230,6.97,0.22,0.372,0.289,3913,26350,766,13.75,216,1080,0.04,332,151,612
1800,1192,286,76.75,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.737,218,1605,0.03,174,85,687
21,907,134,2.29,0,,,5,1359,143,36.0,0,282,1596,7.2,0.0,16,3.2,0.189,0.297,0.148,681,94,48,0.17,208,74,0.13,21,13,329
1890,1125,200,65.46,0,,,133,24672,2093,6004.0,0,6250,28574,45.14,0.0,1766,13.28,0.318,0.369,0.221,1274,6696,827,14.351,224,1013,0.14,84,34,533
15957,1538,410,694.37,0,,,1233,3486182,359510,40339.0,0,731795,4249597,32.72,0.0,14725,11.94,0.326,0.504,0.453,69924,3938796,22541,372.237,433,14705,0.04,1041,427,1032
1165,1079,192,41.46,0,,,151,54002,5460,3255.0,0,12281,61803,21.56,0.0,1033,6.84,0.273,0.354,0.212,1852,19560,904,12.438,256,1206,0.11,44,18,501
263,1136,262,30.1,0,,,33,169272,20890,387.0,0,25985,198233,11.73,0.0,230,6.97,0.22,0.372,0.289,3913,26350,766,12.979,216,1076,0.04,332,151,612
1176,1165,272,71.54,0,,,117,690486,84091,1682.0,0,109431,806010,14.38,0.0,1059,9.05,0.242,0.382,0.3,6868,291859,4043,28.898,228,3656,0.05,481,175,650
1165,1079,192,39.97,0,,,151,54002,5460,3255.0,0,12281,61803,21.56,0.0,1033,6.84,0.273,0.354,0.212,1852,19560,904,11.538,256,1208,0.11,44,18,501
1800,1192,286,76.0,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.326,218,1611,0.03,174,85,687
1890,1125,200,65.96,0,,,133,24672,2093,6004.0,0,6250,28574,45.14,0.0,1766,13.28,0.318,0.369,0.221,1274,6696,827,14.256,224,1013,0.14,84,34,533
594,1104,204,28.61,0,,,73,42556,4504,1493.0,1,9372,48744,20.45,0.01,524,7.18,0.303,0.362,0.225,2972,14476,845,11.899,265,1073,0.13,45,18,537
21,907,134,2.26,0,,,5,1359,143,36.0,0,282,1596,7.2,0.0,16,3.2,0.189,0.297,0.148,681,94,48,0.158,208,90,0.16,21,13,329
1890,1125,200,64.79,0,,,133,24672,2093,6004.0,0,6250,28574,45.14,0.0,1766,13.28,0.318,0.369,0.221,1274,6696,827,14.454,224,1013,0.14,84,34,533
1800,1192,286,77.14,0,,,365,433508,56415,5007.0,0,73842,498111,13.72,0.0,1435,3.93,0.273,0.391,0.316,6880,172800,1757,18.431,218,1605,0.03,174,85,687
