NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
5142,1361,170,25.92,0,,,321,105276,11701,22962.0,0,26315,120518,71.53,0.0,4824,15.03,0.09,0.231,0.103,1249,23708,502,5.693,207,902,0.06,47,32,439
697,1318,168,26.08,0,,,71,293886,43166,1302.0,0,63223,358789,18.34,0.0,627,8.96,0.08,0.224,0.102,7265,49894,1229,11.592,237,1533,0.04,708,177,403
1491,1398,184,25.99,0,,,178,232472,35539,3547.0,0,48754,284622,19.93,0.0,1313,7.38,0.096,0.238,0.112,7874,68795,1969,12.888,238,2075,0.05,405,135,460
3451,1421,224,26.09,0,,,199,215418,37160,5623.0,0,42073,266545,28.26,0.0,3252,16.34,0.09,0.241,0.136,2914,179766,4733,14.535,260,3081,0.11,142,44,523
3898,1517,222,25.49,0,,,424,111468,15438,17490.0,0,24075,131511,41.25,0.0,3474,8.19,0.12,0.258,0.135,2845,22778,803,6.693,207,1418,0.06,66,44,604
4747,1373,196,25.19,0,,,624,156685,16868,22974.0,0,42675,181696,36.82,0.0,4124,6.62,0.096,0.233,0.119,4845,135316,2659,7.371,272,2333,0.1,56,22,492
471,1282,156,25.85,0,,,47,99866,17327,1270.0,0,18760,123960,27.02,0.0,424,9.02,0.068,0.218,0.095,2036,21470,3500,14.367,221,4064,0.13,354,159,351
4708,1368,196,25.96,0,,,616,155055,16692,22651.0,0,42225,179812,36.77,0.0,4092,6.64,0.093,0.232,0.119,3437,133885,2647,7.289,272,2278,0.1,56,21,487
4842,1323,164,25.94,0,,,302,98373,10948,21278.0,0,24573,112641,70.46,0.0,4543,15.04,0.086,0.225,0.1,956,22043,482,5.252,207,878,0.06,47,31,401
5094,1370,174,25.37,0,,,318,104088,11573,22692.0,0,26017,119162,71.36,0.0,4780,15.08,0.09,0.233,0.106,1320,23413,494,5.318,207,878,0.06,47,32,452
