NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
1861,2098,610,22.97,0,,,108,95510,22200,2205.0,0,16069,122444,20.42,0.0,1754,16.39,0.075,0.127,0.047,1637,40065,1083,5.283,209,1096,0.13,57,26,985
434,1367,18,21.98,0,,,53,78264,22012,593.0,0,10445,102787,11.19,0.0,381,7.19,0.013,0.083,0.001,45,12544,662,7.682,208,796,0.06,77,38,45
347,1721,318,22.73,0,,,44,73553,18321,479.0,0,10354,96232,10.89,0.0,303,6.89,0.034,0.104,0.024,513,11773,751,8.473,208,906,0.07,154,60,464
364,2338,1078,22.33,0,,,46,118087,29626,502.0,0,19114,152198,10.91,0.0,318,6.91,0.058,0.141,0.083,2408,18124,528,7.48,208,608,0.03,165,69,1448
334,2340,1078,21.99,0,,,43,108886,27325,463.0,0,17545,140410,10.77,0.0,291,6.77,0.06,0.141,0.083,2612,15850,515,7.575,208,598,0.03,165,69,1449
297,1966,460,22.0,0,,,39,65303,16316,414.0,0,9156,85510,10.62,0.0,258,6.62,0.045,0.119,0.035,1721,9531,666,7.866,208,798,0.07,154,61,720
384,1851,410,21.96,0,,,48,122791,30819,528.0,0,19888,158262,11.0,0.0,336,7.0,0.037,0.112,0.032,682,19287,546,7.691,208,632,0.03,165,69,608
223,2224,1056,22.39,0,,,20,52002,13303,283.0,0,8044,67459,14.15,0.0,203,10.15,0.05,0.134,0.081,4163,3885,322,5.414,209,444,0.04,242,94,1356
374,2236,992,22.64,0,,,47,121002,30371,515.0,0,19587,155955,10.96,0.0,327,6.96,0.05,0.135,0.076,2122,18849,536,7.76,208,622,0.03,165,69,1314
1751,1965,448,22.31,0,,,101,85468,19815,2054.0,0,14312,109675,20.34,0.0,1650,16.34,0.062,0.119,0.034,1002,35284,1044,5.368,209,1066,0.13,57,26,741
1831,1922,428,22.4,0,,,80,108117,17183,2071.0,0,24675,128342,25.89,0.0,1751,21.89,0.049,0.116,0.033,1132,49707,1170,6.18,209,1292,0.08,58,33,703
1751,2074,596,22.62,0,,,102,86063,19959,2073.0,0,14425,110417,20.32,0.0,1650,16.34,0.073,0.125,0.046,1599,35610,1050,5.676,209,1066,0.13,57,26,955
444,1989,758,22.52,0,,,54,81291,23039,606.0,0,10639,106937,11.22,0.0,390,7.22,0.043,0.12,0.058,1097,13284,672,7.492,208,804,0.06,76,38,946
307,1892,424,22.89,0,,,40,66325,16575,427.0,0,9292,86853,10.68,0.0,267,6.68,0.037,0.114,0.033,960,9799,671,8.721,208,798,0.07,154,60,648
,3792,1972,22.82,0,,,0,50202,13578,,,8600,63836,,,,,0.135,0.229,0.152,50257,,,0.357,202,0,0.0,64,49,3162
442,1911,458,22.29,0,,,42,50980,13346,568.0,0,7064,67972,13.52,0.0,400,9.52,0.041,0.116,0.035,2132,7434,643,7.738,209,822,0.09,154,56,690
1903,1285,90,22.83,0,,,109,97490,22663,2230.0,0,16409,124955,20.46,0.0,1794,16.46,0.034,0.078,0.007,388,40980,1095,5.36,209,1104,0.12,57,26,212
1380,1922,428,21.98,0,,,82,108920,17176,1626.0,0,25067,129306,19.83,0.0,1298,15.83,0.049,0.116,0.033,1263,47067,996,5.542,208,1058,0.06,57,32,706
9,3380,1996,22.56,0,,,3,63083,17125,18.0,0,10166,80314,6.0,0.0,6,2.0,0.12,0.204,0.153,62573,33,24,0.383,205,48,0.0,88,56,2964
297,1966,460,22.49,0,,,39,65146,16263,414.0,0,9135,85310,10.62,0.0,258,6.62,0.045,0.119,0.035,1574,9519,666,8.452,208,798,0.07,154,61,720
