NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
949,1615,286,27.39,0,,,121,298512,33276,2220.0,0,78142,352453,18.35,0.0,841,6.95,0.564,0.772,0.579,10149,81885,4559,11.881,3746,4326,0.05,586,180,768
195,1824,396,26.92,0,,,22,623170,98277,299.0,0,159766,721861,13.59,0.0,175,8.33,0.511,0.872,0.802,35125,4326,342,2.749,243,374,0.0,38,26,1046
228,1795,384,26.89,0,,,18,471039,74244,340.0,0,120719,545604,18.89,0.0,212,11.78,0.489,0.858,0.777,35363,20517,222,5.149,221,379,0.0,80,38,1009
10,1262,218,27.4,0,,,7,243294,39137,153.0,0,61949,282786,21.86,0.0,5,0.71,0.319,0.603,0.441,27105,439,18,1.464,203,46,0.0,80,56,524
160,1493,282,26.96,0,,,20,529570,83352,251.0,0,135945,613342,12.55,0.0,141,7.05,0.479,0.714,0.571,6864,3835,378,3.282,255,408,0.0,75,42,741
533,1255,194,26.91,0,,,44,147245,17488,782.0,0,36360,172660,17.77,0.0,494,11.23,0.319,0.6,0.393,2012,55359,3404,16.056,524,2891,0.06,366,141,443
12,1161,200,27.53,0,,,9,274466,44148,202.0,0,69832,319063,22.44,0.0,5,0.56,0.309,0.555,0.405,8478,578,21,1.477,203,52,0.0,80,55,440
855,1321,244,26.91,0,,,37,149451,22206,1154.0,0,36063,176115,31.19,0.0,820,22.16,0.33,0.631,0.494,3727,32259,737,6.596,288,1283,0.04,142,55,574
160,1797,384,27.33,0,,,20,559271,88141,251.0,0,143353,647792,12.55,0.0,141,7.05,0.489,0.859,0.777,36518,4069,388,3.659,255,422,0.0,75,42,1011
319,1312,202,26.86,0,,,21,84446,10116,511.0,0,20697,99153,24.33,0.0,299,14.24,0.362,0.627,0.409,9329,14072,1111,14.882,581,1679,0.06,430,152,488
896,1187,166,26.91,0,,,99,356889,47309,1927.0,0,80501,433427,19.46,0.0,798,8.06,0.362,0.567,0.336,4651,116238,4164,9.955,2301,3796,0.04,555,188,388
2034,1157,172,26.89,0,,,75,292273,39301,2576.0,0,65607,353434,34.35,0.0,1960,26.13,0.372,0.553,0.348,3588,128560,6329,12.259,2649,4774,0.06,516,188,399
579,1275,198,27.44,0,,,48,170702,20270,847.0,0,42121,200219,17.65,0.0,536,11.17,0.33,0.609,0.401,3198,68133,3675,17.019,524,3050,0.06,367,144,458
616,1293,236,26.93,0,,,38,212279,32362,936.0,0,53806,247553,24.63,0.0,582,15.32,0.245,0.618,0.478,4454,23953,611,6.235,277,1055,0.02,134,52,541
853,1151,160,26.97,0,,,96,331830,43876,1859.0,0,75021,402825,19.36,0.0,758,7.9,0.362,0.55,0.324,2490,105375,3757,9.961,2225,3600,0.04,555,179,370
889,1580,276,26.89,0,,,113,277964,31107,2052.0,0,72501,328365,18.16,0.0,789,6.98,0.543,0.755,0.559,9917,74799,4203,11.661,3660,4074,0.05,586,172,732
533,1306,202,26.92,0,,,44,150756,17930,782.0,0,37193,176812,17.77,0.0,494,11.23,0.362,0.624,0.409,5691,57256,3462,16.389,524,2922,0.06,367,143,483
10,1226,210,27.41,0,,,6,195032,31359,127.0,0,49646,226699,21.17,0.0,5,0.83,0.319,0.586,0.425,11648,351,18,1.798,203,46,0.0,80,55,498
