NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
25107,1769,348,382.78,1,,,735,1710817,222383,51886.0,14,483590,1956289,70.59,0.02,24358,33.14,0.174,0.276,0.167,3262,1047694,16920,202.762,1625,11564,0.03,36,18,964
19368,1904,448,895.61,0,,,337,6518662,851911,27525.0,0,1931379,7389027,81.68,0.0,19031,56.47,0.209,0.298,0.215,2792,1379133,11320,163.865,412,7390,0.0,102,70,1167
932,2957,934,895.02,0,,,25,7174894,915761,1353.0,0,2171650,8096418,54.12,0.0,907,36.28,0.371,0.462,0.449,172247,369770,317,137.173,209,562,0.0,633,395,2228
25107,1769,348,380.81,1,,,735,1710817,222383,51886.0,14,483590,1956289,70.59,0.02,24358,33.14,0.174,0.276,0.167,3262,1047694,16920,200.823,1625,11564,0.03,36,18,964
21805,1769,348,427.64,1,,,1099,2202016,312871,64925.0,14,506763,2593379,59.08,0.01,20692,18.83,0.174,0.276,0.167,3141,1168103,13236,144.254,588,9357,0.02,609,93,964
25107,1769,348,388.91,1,,,735,1710817,222383,51886.0,14,483590,1956289,70.59,0.02,24358,33.14,0.174,0.276,0.167,3262,1047694,16920,202.073,1625,11564,0.03,36,18,964
15688,1769,348,141.18,1,,,295,893089,136101,19074.0,14,194962,1057388,64.66,0.05,15391,52.17,0.174,0.276,0.167,2432,519255,12569,52.1,755,9142,0.06,526,70,964
18666,1769,348,300.48,1,,,265,3857818,517138,20923.0,13,1102324,4392376,78.95,0.05,18388,69.39,0.174,0.276,0.167,2813,1165717,11292,93.758,577,8030,0.01,39,22,964
18666,1769,348,293.82,1,,,265,3857818,517138,20923.0,13,1102324,4392376,78.95,0.05,18388,69.39,0.174,0.276,0.167,2813,1165717,11292,89.475,577,8032,0.01,39,22,964
20367,1769,348,213.43,1,,,537,1392589,202806,35523.0,14,320493,1634861,66.15,0.03,19816,36.9,0.174,0.276,0.167,2436,599744,13363,68.053,573,9333,0.03,577,141,964
20272,1769,348,331.15,1,,,548,2435841,333517,35766.0,14,556632,2856964,65.27,0.03,19710,35.97,0.174,0.276,0.167,3130,943846,15069,99.325,547,10218,0.02,1215,242,964
18436,1839,372,894.99,0,,,303,6501246,849394,24728.0,0,1927316,7368539,81.61,0.0,18134,60.05,0.203,0.287,0.179,2664,1359712,10550,149.871,386,7532,0.0,102,70,1054
18085,2030,478,895.61,0,,,616,754414,114580,43066.0,0,170115,890558,69.91,0.0,17469,28.36,0.232,0.317,0.23,5588,424765,7929,760.423,414,6070,0.04,240,59,1236
19296,1768,350,895.62,0,,,331,6517792,851810,27036.0,0,1931142,7388024,81.68,0.0,18966,57.47,0.186,0.276,0.168,2369,1378092,11185,148.18,411,7588,0.0,102,70,978
19358,1769,348,766.39,1,,,442,9816147,1284747,31249.0,14,2886414,11127966,70.7,0.03,18902,42.76,0.174,0.276,0.167,3139,2312646,13006,205.581,746,9525,0.0,58,30,964
21805,1769,348,427.65,1,,,1099,2202016,312871,64925.0,14,506763,2593379,59.08,0.01,20692,18.83,0.174,0.276,0.167,3141,1168103,13236,141.094,588,9351,0.02,609,93,964
18666,1769,348,297.58,1,,,265,3857818,517138,20923.0,13,1102324,4392376,78.95,0.05,18388,69.39,0.174,0.276,0.167,2813,1165717,11292,88.698,577,8032,0.01,39,22,964
17543,1769,348,736.5,1,,,342,2829023,383937,23784.0,13,795445,3238772,69.54,0.04,17188,50.26,0.174,0.276,0.167,2765,615118,12587,399.182,574,9080,0.01,304,149,964
19920,1769,348,226.86,1,,,515,1629543,223387,33526.0,14,391620,1901162,65.1,0.03,19391,37.65,0.174,0.276,0.167,3130,699571,14700,80.685,581,10056,0.03,574,149,964
20303,1769,348,291.95,1,,,536,1804977,261192,35438.0,14,395969,2131216,66.12,0.03,19753,36.85,0.174,0.276,0.167,2436,647643,13328,79.609,531,9321,0.03,1127,200,964
17543,1769,348,736.78,1,,,342,2829023,383937,23784.0,13,795445,3238772,69.54,0.04,17188,50.26,0.174,0.276,0.167,2765,615118,12587,399.224,574,9129,0.01,304,149,964
1048,3521,1138,894.89,0,,,25,7455026,950928,1864.0,0,2256835,8412024,74.56,0.0,1023,40.92,0.449,0.55,0.547,546396,384950,294,77.797,209,518,0.0,563,414,2888
19358,1769,348,719.85,1,,,442,9816147,1284747,31249.0,14,2886414,11127966,70.7,0.03,18902,42.76,0.174,0.276,0.167,3139,2312646,13006,197.169,746,9503,0.0,58,30,964
15688,1769,348,139.41,1,,,295,893089,136101,19074.0,14,194962,1057388,64.66,0.05,15391,52.17,0.174,0.276,0.167,2432,519255,12569,52.014,755,9142,0.06,526,70,964
18085,2030,478,895.37,0,,,616,754414,114580,43066.0,0,170115,890558,69.91,0.0,17469,28.36,0.232,0.317,0.23,5588,424765,7929,758.48,414,6070,0.04,240,59,1236
20272,1769,348,332.29,1,,,548,2435841,333517,35766.0,14,556632,2856964,65.27,0.03,19710,35.97,0.174,0.276,0.167,3130,943846,15069,102.648,547,10238,0.02,1215,242,964
9483,2019,476,895.34,0,,,215,508515,82030,14557.0,0,108988,605002,67.71,0.0,9268,43.11,0.229,0.316,0.229,4357,221164,5919,828.227,298,5041,0.05,139,42,1214
19358,1769,348,720.51,1,,,442,9816147,1284747,31249.0,14,2886414,11127966,70.7,0.03,18902,42.76,0.174,0.276,0.167,3139,2312646,13006,196.274,746,9514,0.0,58,30,964
19920,1769,348,225.41,1,,,515,1629543,223387,33526.0,14,391620,1901162,65.1,0.03,19391,37.65,0.174,0.276,0.167,3130,699571,14700,79.771,581,10006,0.03,574,149,964
21805,1769,348,425.54,1,,,1099,2202016,312871,64925.0,14,506763,2593379,59.08,0.01,20692,18.83,0.174,0.276,0.167,3141,1168103,13236,140.912,588,9351,0.02,609,93,964
