NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
505,1628,246,11.23,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.847,264,893,0.08,62,26,646
9,2425,521,4.89,0,,,1,6176,875,12.0,0,1736,7086,12.0,0.0,8,8.0,0.126,0.137,0.086,6126,14,8,0.25,202,19,0.01,38,26,1536
22017,1711,325,61.1,0,,,588,174238,16993,37309.0,0,50830,203814,63.45,0.0,21430,36.45,0.086,0.097,0.054,1246,302068,7998,14.395,486,4255,0.16,46,17,864
581,1874,320,6.94,0,,,18,13689,1895,635.0,0,3539,16142,35.28,0.0,563,31.28,0.1,0.106,0.053,1324,1841,99,1.146,202,185,0.05,49,20,918
1660,2946,803,236.21,0,,,84,1853798,243929,2713.0,0,522050,2137634,32.3,0.0,1576,18.76,0.159,0.166,0.133,335359,140935,3099,26.99,288,2384,0.0,6598,2862,2205
22017,1711,325,59.95,0,,,588,174238,16993,37309.0,0,50830,203814,63.45,0.0,21430,36.45,0.086,0.097,0.054,1246,302068,7998,13.935,486,4255,0.16,46,17,864
1383,2668,699,85.81,0,,,71,709774,94131,2095.0,0,197909,820808,29.51,0.0,1312,18.48,0.146,0.15,0.116,248332,60531,2821,10.293,267,1914,0.01,4892,1252,1902
505,1628,246,11.18,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.69,264,871,0.08,62,26,646
505,1628,246,11.04,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.652,264,869,0.08,62,26,646
505,1628,246,10.66,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.512,264,893,0.08,62,26,646
78090,2915,758,840.92,0,,,6521,8110502,1116514,310083.0,0,2026154,9566969,47.55,0.0,71605,10.98,0.147,0.164,0.125,10277,12381334,63201,277.487,2525,29900,0.03,214,106,2092
505,1628,246,11.16,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.719,264,869,0.08,62,26,646
22017,1711,325,60.55,0,,,588,174238,16993,37309.0,0,50830,203814,63.45,0.0,21430,36.45,0.086,0.097,0.054,1246,302068,7998,13.805,486,4255,0.16,46,17,864
912,2350,528,13.99,0,,,40,37089,6437,1800.0,0,8229,44656,45.0,0.0,872,21.8,0.13,0.133,0.087,2898,4631,273,2.226,210,492,0.05,99,38,1428
505,1628,246,11.18,0,,,71,36620,3861,832.0,0,10400,43334,11.72,0.0,434,6.11,0.056,0.092,0.041,1205,17388,1408,2.727,264,869,0.08,62,26,646
12900,2534,606,125.02,0,,,664,850407,118146,27601.0,0,212911,1005805,41.57,0.0,12240,18.43,0.117,0.143,0.1,5635,1034082,16204,56.247,838,9009,0.06,130,51,1640
