NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,3542,1042,9.64,0,,,0,15721,1326,,,5167,17181,,,,,0.119,0.1,0.026,15856,,,0.511,202,0,0.0,140,34,2453
,1288,70,1.49,0,,,0,165,10,,,48,203,,,,,0.018,0.036,0.002,194,,,0.011,202,0,0.0,30,7,161
,1294,70,1.46,0,,,0,169,10,,,50,207,,,,,0.018,0.036,0.002,198,,,0.02,202,0,0.0,30,7,162
72,1284,70,3.67,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.098,205,154,0.3,30,3,162
,4879,1328,11.79,0,,,0,18034,1551,,,5947,19716,,,,,0.153,0.137,0.033,18166,,,0.48,202,0,0.0,137,28,3461
636,1623,158,14.1,0,,,15,7139,591,681.0,0,2080,7946,45.4,0.0,621,41.4,0.039,0.046,0.004,3817,2649,219,2.237,209,248,0.11,81,21,491
,1288,70,1.53,0,,,0,165,10,,,48,203,,,,,0.018,0.036,0.002,194,,,0.025,202,0,0.0,30,7,161
,4937,1474,10.69,0,,,0,18102,1647,,,5798,19900,,,,,0.147,0.139,0.037,18254,,,0.428,202,0,0.0,154,56,3615
561,1623,158,12.85,0,,,12,6863,553,597.0,0,2020,7631,49.75,0.0,549,45.75,0.039,0.046,0.004,3820,2511,198,2.036,208,224,0.1,82,22,491
72,1284,70,3.69,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.112,205,0,0.0,30,3,162
,1305,76,1.59,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.018,202,0,0.0,33,7,177
,4879,1328,11.36,0,,,0,18034,1551,,,5947,19716,,,,,0.153,0.137,0.033,18166,,,0.515,202,0,0.0,137,28,3461
,1305,76,1.58,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.007,202,0,0.0,33,7,177
72,1284,70,3.66,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.094,205,0,0.0,30,3,162
72,1284,70,3.73,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.171,205,0,0.0,30,3,162
72,1299,76,3.74,0,,,3,553,34,81.0,0,161,632,27.0,0.0,69,23.0,0.018,0.037,0.002,212,171,132,1.178,205,0,0.0,30,3,175
636,1618,106,14.98,0,,,15,6727,543,681.0,0,1994,7462,45.4,0.0,621,41.4,0.029,0.045,0.003,3381,2649,219,4.071,209,248,0.12,58,19,422
,1305,76,1.54,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.007,202,0,0.0,33,7,177
,1291,70,1.56,0,,,0,167,6,,,51,204,,,,,0.019,0.036,0.002,199,,,0.015,202,0,0.0,33,8,165
,4879,1328,10.94,0,,,0,18034,1551,,,5947,19716,,,,,0.153,0.137,0.033,18166,,,0.501,202,0,0.0,137,28,3461
72,1284,70,3.77,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.161,205,0,0.0,30,3,162
,1291,70,1.52,0,,,0,167,6,,,51,204,,,,,0.019,0.036,0.002,199,,,0.023,202,0,0.0,33,8,165
72,1284,70,3.61,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.092,205,154,0.3,30,3,162
,1305,76,1.53,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.006,202,0,0.0,33,7,177
,1305,76,1.66,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.01,202,0,0.0,33,7,177
,1305,76,1.5,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.012,202,0,0.0,33,7,177
636,1623,158,13.5,0,,,15,7139,591,681.0,0,2080,7946,45.4,0.0,621,41.4,0.039,0.046,0.004,3817,2649,219,2.211,209,248,0.11,81,21,491
,1294,70,1.45,0,,,0,169,10,,,50,207,,,,,0.018,0.036,0.002,198,,,0.012,202,0,0.0,30,7,162
72,1284,70,3.71,0,,,3,483,21,81.0,0,146,550,27.0,0.0,69,23.0,0.018,0.036,0.002,194,153,129,1.102,205,0,0.0,30,3,162
,1305,76,1.56,0,,,0,185,10,,,56,226,,,,,0.019,0.037,0.002,217,,,0.013,202,0,0.0,33,7,177
