NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
,1000,200,0.72,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.03,202,0,0.0,32,24,460
,1178,220,0.85,0,,,0,712,84,,,163,826,,,,,0.208,0.326,0.214,743,,,0.021,202,0,0.0,32,25,513
19779,1775,442,45.97,0,,,164,541000,60588,21499.0,0,147598,618888,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,472725,9030,20.39,334,9050,0.13,190,72,1312
19779,1775,442,46.07,0,,,164,541963,60666,21499.0,0,147898,619926,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,473301,9093,20.142,334,9134,0.13,190,72,1312
,1379,280,1.21,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.054,202,0,0.0,78,50,702
19779,1775,442,48.1,0,,,164,541000,60588,21499.0,0,147598,618888,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,472725,9030,21.072,334,9050,0.13,190,72,1312
,1379,280,1.16,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.104,202,0,0.0,78,50,702
,1379,280,1.15,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.069,202,0,0.0,78,50,702
42,1351,300,2.5,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.362,205,94,0.04,80,48,699
,1379,280,1.19,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.052,202,0,0.0,78,50,702
42,1351,300,2.5,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.43,205,94,0.04,80,48,699
19779,1775,442,42.63,0,,,164,541963,60666,21499.0,0,147898,619926,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,473301,9093,18.867,334,9134,0.13,190,72,1312
,1379,280,1.17,0,,,0,1971,133,,,648,2180,,,,,0.292,0.381,0.272,2048,,,0.037,202,0,0.0,78,50,702
19779,1775,442,46.19,0,,,164,541963,60666,21499.0,0,147898,619926,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,473301,9093,21.22,334,9134,0.13,190,72,1312
,1730,486,2.2,0,,,0,5267,403,,,1822,5738,,,,,0.421,0.478,0.472,5336,,,0.113,202,0,0.0,77,59,1222
,1178,220,0.83,0,,,0,712,84,,,163,826,,,,,0.208,0.326,0.214,743,,,0.007,202,0,0.0,32,25,513
19779,1775,442,47.02,0,,,164,541000,60588,21499.0,0,147598,618888,131.09,0.0,19615,119.6,0.534,0.491,0.429,5183,472725,9030,20.893,334,9050,0.13,190,72,1312
,1000,200,0.73,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.024,202,0,0.0,32,24,460
,1181,246,1.22,0,,,0,1915,141,,,638,2085,,,,,0.247,0.327,0.239,1945,,,0.081,202,0,0.0,32,27,652
42,1351,300,2.58,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.389,205,100,0.04,80,48,699
,1181,246,1.19,0,,,0,1915,141,,,638,2085,,,,,0.247,0.327,0.239,1945,,,0.037,202,0,0.0,32,27,652
,1761,434,4.75,0,,,0,24907,1877,,,8440,27412,,,,,0.444,0.487,0.421,25536,,,0.251,202,0,0.0,630,334,1106
42,1351,300,2.51,0,,,6,10760,1457,60.0,0,2306,12734,10.0,0.0,36,6.0,0.253,0.374,0.291,1770,384,78,0.364,205,94,0.04,80,48,699
,1000,200,0.73,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.008,202,0,0.0,32,24,460
1195,1579,360,20.69,0,,,74,304552,42963,1678.0,0,64747,361450,22.68,0.0,1121,15.15,0.343,0.437,0.35,1704,90494,2648,6.842,642,2874,0.05,258,108,895
,1163,220,0.92,0,,,0,987,92,,,294,1109,,,,,0.219,0.322,0.214,1018,,,0.018,202,0,0.0,32,27,526
,1000,200,0.75,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.019,202,0,0.0,32,24,460
,1000,200,0.77,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.039,202,0,0.0,32,24,460
,1000,200,0.75,0,,,0,604,75,,,150,709,,,,,0.202,0.277,0.194,635,,,0.025,202,0,0.0,32,24,460
,1761,434,4.65,0,,,0,24907,1877,,,8440,27412,,,,,0.444,0.487,0.421,25536,,,0.252,202,0,0.0,630,334,1106
