NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
8,1388,138,4.02,1,,,3,675,22,170.0,0,213,815,56.67,0.0,6,3.0,0.075,0.069,0.004,483,18,12,0.09,203,29,0.1,59,22,361
,1544,728,1.68,0,,,0,918,13,,,335,1279,,,,,0.154,0.077,0.023,1267,,,0.042,202,0,0.0,350,132,991
,1427,688,1.9,0,,,0,1287,11,,,559,1629,,,,,0.174,0.071,0.022,1619,,,0.083,202,0,0.0,333,101,1001
,1518,728,1.67,0,,,0,912,12,,,334,1274,,,,,0.154,0.076,0.023,1263,,,0.059,202,0,0.0,352,133,989
,1509,720,1.66,0,,,0,897,12,,,329,1255,,,,,0.153,0.075,0.023,1244,,,0.044,202,0,0.0,348,131,973
,1447,544,1.65,0,,,0,972,75,,,250,1297,,,,,0.162,0.072,0.017,1223,,,0.037,202,0,0.0,252,64,811
,1544,728,1.62,0,,,0,918,13,,,335,1279,,,,,0.154,0.077,0.023,1267,,,0.032,202,0,0.0,350,132,991
,1573,790,1.72,0,,,0,1000,16,,,372,1392,,,,,0.188,0.078,0.025,1377,,,0.046,202,0,0.0,378,137,1093
12,1452,552,2.37,0,,,4,1499,103,216.0,0,407,1984,54.0,0.0,8,2.0,0.162,0.072,0.018,1238,56,40,0.177,208,27,0.05,252,50,826
,1510,720,1.66,0,,,0,900,13,,,330,1258,,,,,0.153,0.075,0.023,1246,,,0.057,202,0,0.0,347,132,973
,1383,282,1.3,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.008,202,0,0.0,134,33,422
,1383,282,1.21,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.017,202,0,0.0,134,33,422
20,2839,650,27.47,1,,,7,125433,11976,386.0,0,43457,138045,55.14,0.0,14,2.33,0.161,0.141,0.021,124957,191,62,1.28,212,117,0.0,516,415,1734
,1518,728,1.58,0,,,0,912,12,,,334,1274,,,,,0.154,0.076,0.023,1263,,,0.048,202,0,0.0,352,133,989
,1383,282,1.21,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.03,202,0,0.0,134,33,422
,1383,282,1.32,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.014,202,0,0.0,134,33,422
20,2839,650,26.78,1,,,7,125433,11976,386.0,0,43457,138045,55.14,0.0,14,2.33,0.161,0.141,0.021,124957,191,62,1.476,212,117,0.0,516,415,1734
,1446,324,1.35,0,,,0,552,18,,,174,712,,,,,0.125,0.072,0.01,695,,,0.022,202,0,0.0,144,48,562
,1427,688,1.93,0,,,0,1287,11,,,559,1629,,,,,0.174,0.071,0.022,1619,,,0.106,202,0,0.0,333,101,1001
,1446,324,1.41,0,,,0,552,18,,,174,712,,,,,0.125,0.072,0.01,695,,,0.03,202,0,0.0,144,48,562
,1544,728,1.55,0,,,0,918,13,,,335,1279,,,,,0.154,0.077,0.023,1267,,,0.04,202,0,0.0,350,132,991
20,2850,650,28.37,1,,,7,125451,11976,386.0,0,43465,138063,55.14,0.0,14,2.33,0.162,0.142,0.021,124975,191,62,1.335,212,117,0.0,516,417,1742
12,1452,552,2.49,0,,,4,1499,103,216.0,0,407,1984,54.0,0.0,8,2.0,0.162,0.072,0.018,1238,56,40,0.142,208,74,0.12,252,50,826
,1446,324,1.33,0,,,0,552,18,,,174,712,,,,,0.125,0.072,0.01,695,,,0.029,202,0,0.0,144,48,562
,1518,728,1.63,0,,,0,912,12,,,334,1274,,,,,0.154,0.076,0.023,1263,,,0.043,202,0,0.0,352,133,989
,1544,728,1.65,0,,,0,918,13,,,335,1279,,,,,0.154,0.077,0.023,1267,,,0.058,202,0,0.0,350,132,991
20,2850,650,28.27,1,,,7,125451,11976,386.0,0,43465,138063,55.14,0.0,14,2.33,0.162,0.142,0.021,124975,191,62,1.395,212,117,0.0,516,417,1742
,1383,282,1.2,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.005,202,0,0.0,134,33,422
12,1452,552,2.47,0,,,4,1499,103,216.0,0,407,1984,54.0,0.0,8,2.0,0.162,0.072,0.018,1238,56,40,0.131,208,74,0.12,252,50,826
,1383,282,1.31,0,,,0,410,7,,,97,549,,,,,0.051,0.069,0.009,543,,,0.008,202,0,0.0,134,33,422
