NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
159172,1390,154,895.03,0,,,3029,6947332,436800,263019.0,0,2244178,7706134,86.83,0.0,156143,51.55,0.107,0.148,0.064,3951,32755137,439513,663.941,17250,113996,0.11,39,13,688
102119,2098,348,895.16,0,,,2007,4973031,443066,191112.0,0,1435840,5579350,95.22,0.0,100112,49.88,0.179,0.223,0.145,8183,16599272,549888,700.847,16558,132851,0.18,29,9,1337
91980,1623,224,894.83,0,,,11466,5020316,682808,622243.0,0,1030015,5948619,54.27,0.0,80516,7.02,0.124,0.172,0.093,13595,6621236,46550,226.066,8258,30620,0.03,219,56,850
99998,1853,288,895.17,0,,,11578,3329618,369336,483337.0,0,854078,3846024,41.75,0.0,88420,7.64,0.146,0.197,0.12,12243,6323808,136011,293.074,34038,53065,0.08,211,71,1067
113388,1688,240,895.09,0,,,2176,4358781,601393,244219.0,0,937013,5083742,112.23,0.0,111212,51.11,0.113,0.179,0.1,6019,4176235,71798,390.899,4427,35927,0.07,112,45,848
83683,1446,206,895.09,0,,,6779,2063714,230474,580824.0,0,531014,2341855,85.68,0.0,76906,11.35,0.088,0.154,0.086,2332,1383853,17947,104.95,1344,14347,0.07,79,44,649
99896,1712,260,894.98,0,,,11567,3325152,368812,482743.0,0,852922,3840906,41.73,0.0,88329,7.64,0.125,0.182,0.108,9153,6312576,135320,295.326,32829,52658,0.08,211,71,926
93460,1623,224,894.83,0,,,11652,5102787,693889,636994.0,0,1047043,6046231,54.67,0.0,81810,7.02,0.124,0.172,0.093,13595,6745696,47362,220.113,8361,31127,0.03,219,56,850
159656,1600,194,894.81,0,,,2334,6493881,386933,287585.0,0,2154252,7149808,123.22,0.0,157322,67.4,0.131,0.17,0.081,8647,31805377,706573,663.381,12225,162207,0.13,45,13,855
131925,1270,134,895.01,0,,,2881,7016627,437044,232955.0,0,2308038,7772716,80.86,0.0,129044,44.79,0.085,0.135,0.056,1418,33044905,536609,668.2,19105,134554,0.11,59,16,550
56483,1894,300,894.9,0,,,879,3852206,455333,72000.0,0,961743,4453666,81.91,0.0,55604,63.26,0.153,0.201,0.125,13951,11122593,480130,731.978,51396,107336,0.15,421,96,1116
100353,1598,234,894.89,0,,,11611,3336304,370081,484827.0,0,855836,3853720,41.76,0.0,88742,7.64,0.106,0.17,0.098,3830,6342422,138005,295.693,36314,53857,0.08,211,71,808
59583,1315,158,894.89,0,,,1380,5837041,635074,90353.0,0,1541725,6694580,65.47,0.0,58203,42.18,0.067,0.14,0.066,1815,16235843,401754,710.211,48013,91855,0.09,548,139,474
53755,2091,348,895.07,0,,,3666,7553319,821198,274071.0,0,1942822,8609686,74.76,0.0,50090,13.66,0.179,0.222,0.145,20066,15091737,171341,536.382,20210,92174,0.1,158,61,1334
83848,1446,206,894.96,0,,,6790,2068593,231065,582101.0,0,532214,2347422,85.73,0.0,77059,11.35,0.086,0.154,0.086,2557,1387410,17972,106.141,1344,14369,0.07,80,44,647
83378,1666,258,895.19,0,,,6747,2092754,234448,577084.0,0,536415,2374959,85.53,0.0,76633,11.36,0.113,0.177,0.108,2972,1732742,18674,109.268,1462,14352,0.07,79,44,861
