NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
456,1522,275,27.16,0,,,28,185500,21563,540.0,0,59471,207539,19.29,0.0,428,15.29,0.441,0.506,0.352,3939,18761,146,4.689,202,295,0.0,54,26,795
3496,1533,251,26.53,0,,,180,307872,32338,4036.0,0,94194,351352,22.42,0.0,3316,18.42,0.466,0.51,0.321,2308,253558,5309,12.81,214,4713,0.07,79,26,767
337,1263,183,26.43,0,,,23,148649,17287,406.0,0,47644,166337,17.65,0.0,314,13.65,0.407,0.42,0.234,2837,13007,115,4.106,202,207,0.0,54,27,561
337,1128,157,26.53,0,,,23,148212,17245,406.0,0,47499,165855,17.65,0.0,314,13.65,0.356,0.375,0.201,2398,12919,115,4.178,202,209,0.0,54,27,463
5366,660,0,26.98,0,,,162,305674,33648,5852.0,0,90859,351559,36.12,0.0,5204,32.12,0.017,0.219,0.0,6,238877,4511,11.974,214,3930,0.06,123,43,6
1771,2579,639,26.94,0,,,83,155238,18096,11270.0,3,46904,174373,135.78,0.04,1685,20.3,0.644,0.858,0.817,12843,60897,1627,9.719,255,2635,0.05,32,22,1779
13865,1423,202,26.52,0,,,381,262080,31643,18570.0,0,71809,307386,48.74,0.0,13485,35.49,0.407,0.473,0.258,1413,186907,2685,9.606,217,2573,0.06,65,27,601
3402,1722,301,26.53,0,,,178,300950,31561,3936.0,0,92091,343513,22.11,0.0,3224,18.11,0.492,0.573,0.385,2861,246663,5160,12.751,214,4589,0.07,79,26,903
512,1784,365,27.08,0,,,22,165271,19064,578.0,0,52755,184610,26.27,0.0,490,22.27,0.5,0.593,0.467,4259,12313,105,5.227,202,213,0.0,31,11,1032
10854,1524,230,26.52,0,,,323,260933,30098,14254.0,0,70935,301875,44.13,0.0,10531,32.6,0.449,0.507,0.294,1784,192447,4465,11.312,240,3976,0.08,51,22,700
11692,1495,216,26.95,0,,,345,255366,30145,15678.0,0,71769,297753,45.44,0.0,11347,32.89,0.432,0.497,0.276,1453,192724,3106,10.831,217,2926,0.07,66,26,658
4982,998,88,26.51,0,,,170,307310,34877,5492.0,0,89649,354995,32.31,0.0,4812,28.31,0.246,0.332,0.113,263,231490,4173,11.366,214,3702,0.06,120,43,217
5225,1555,269,26.97,0,,,179,369662,40990,5762.0,0,116396,415377,32.19,0.0,5046,28.19,0.475,0.517,0.344,2503,261092,4065,12.127,214,3580,0.04,36,10,801
5441,1695,351,27.03,0,,,38,320868,34947,5555.0,0,103122,356653,146.18,0.0,5403,142.18,0.466,0.564,0.449,3981,51437,497,10.011,208,994,0.01,23,17,972
706,1403,219,26.47,0,,,27,179480,20835,787.0,0,57426,200833,29.15,0.0,679,25.15,0.424,0.467,0.28,3333,20946,145,4.928,202,283,0.0,54,26,660
636,1807,391,26.58,0,,,25,168116,19516,711.0,0,53797,188108,28.44,0.0,611,24.44,0.483,0.601,0.5,6413,18924,129,4.624,202,261,0.0,54,26,1071
2241,1646,299,26.96,0,,,78,122113,14566,12195.0,2,36100,137558,156.35,0.03,2168,27.79,0.492,0.547,0.382,7589,64341,4622,11.024,252,4983,0.11,42,30,907
3745,1501,241,27.06,0,,,186,318868,33600,4342.0,0,97512,363798,23.34,0.0,3559,19.13,0.458,0.499,0.308,2130,264137,5338,12.998,214,4742,0.07,79,26,735
3954,1411,229,26.52,0,,,180,346204,38882,4494.0,0,109076,389471,24.97,0.0,3774,20.97,0.432,0.469,0.293,2026,264508,5445,12.817,217,5046,0.08,23,10,688
12824,1343,188,26.49,0,,,362,270352,29147,16783.0,0,76595,312488,46.36,0.0,12462,34.43,0.373,0.447,0.24,892,213720,4593,11.181,240,4024,0.08,73,25,542
5518,1519,230,26.6,0,,,183,172199,22254,6886.0,0,47021,201187,37.63,0.0,5335,29.15,0.441,0.505,0.294,1283,120165,4317,11.471,237,3923,0.1,56,25,683
