NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
282601,1459,214,895.86,0,,,17124,6895069,813773,1385433.0,0,1673188,7916340,80.91,0.0,265481,15.5,0.105,0.248,0.13,3637,1682131,1426,108.492,207,2534,0.0,49,35,560
60398,1543,238,896.03,0,,,8388,7740672,1149855,302106.0,0,1656793,9354032,36.02,0.0,52010,6.2,0.114,0.262,0.144,94115,4274779,27611,298.09,284,26909,0.02,3737,990,630
85361,1612,266,895.84,0,,,10771,5337795,752856,382514.0,0,1191733,6291189,35.51,0.0,74590,6.93,0.127,0.274,0.161,93366,2672154,48944,168.809,309,35608,0.04,2405,1108,712
40962,2266,586,895.94,0,,,4683,11471764,1899944,189858.0,0,2391889,13905933,40.54,0.0,36279,7.75,0.207,0.385,0.356,49196,10847411,24215,451.145,400,14387,0.02,2758,910,1360
188015,1572,250,895.81,0,,,18932,5294351,778871,868157.0,0,1158439,6278174,45.86,0.0,169084,8.93,0.12,0.267,0.152,37696,1253660,2616,111.85,207,4704,0.01,95,54,661
70989,1926,424,895.9,0,,,5492,4493969,537864,313549.0,0,1173973,5210454,57.09,0.0,65497,11.93,0.173,0.327,0.257,122894,4367306,24716,143.482,2205,16244,0.03,1069,313,1016
88092,1504,234,895.94,0,,,7805,6380891,972228,335531.0,0,1266008,7633107,42.99,0.0,80287,10.29,0.102,0.256,0.142,106230,1921347,54651,281.064,500,48433,0.05,915,374,596
69893,2063,468,896.1,0,,,5408,4476099,536065,307837.0,0,1169334,5190211,56.92,0.0,64485,11.92,0.194,0.35,0.284,123251,4357771,24712,150.502,2205,16238,0.03,1069,310,1156
278970,1451,206,895.94,0,,,16909,6791673,800733,1367390.0,0,1648935,7797070,80.87,0.0,262065,15.5,0.105,0.247,0.125,3499,1656244,1420,107.259,207,2534,0.0,49,35,545
280234,1449,206,895.96,0,,,16989,6825704,804837,1374153.0,0,1657111,7836164,80.88,0.0,263248,15.5,0.105,0.246,0.125,3070,1664695,1420,109.267,207,2534,0.0,49,35,542
