NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
2846,1579,258,25.65,0,,,72,78465,10086,4536.0,0,21640,90062,63.0,0.0,2775,39.08,0.162,0.247,0.124,2033,38390,1679,7.168,262,1417,0.06,27,12,786
1630,1213,156,25.45,0,,,38,41230,8167,1988.0,0,6138,50432,52.32,0.0,1593,43.05,0.07,0.19,0.075,1250,13532,1603,10.945,242,1449,0.16,24,12,425
346,2475,764,25.67,0,,,14,79887,10871,624.0,0,22699,91137,44.57,0.0,332,23.71,0.362,0.387,0.367,66902,5096,229,5.707,209,383,0.01,191,87,1795
2750,1579,258,25.63,0,,,70,76165,9812,4388.0,0,20981,87432,62.69,0.0,2681,38.86,0.162,0.247,0.124,2033,36869,1643,6.892,262,1381,0.06,27,12,786
720,1409,212,25.68,0,,,26,87281,15425,873.0,0,15953,104299,33.58,0.0,694,26.69,0.107,0.22,0.102,5706,12754,789,9.241,248,855,0.04,77,33,617
2750,1418,224,25.6,0,,,69,75527,9757,4316.0,0,20753,86724,62.55,0.0,2681,38.86,0.122,0.222,0.108,1399,36393,1643,6.964,262,1381,0.06,27,12,633
1625,1546,266,25.49,0,,,45,81399,15009,1889.0,0,13868,98698,41.98,0.0,1580,35.11,0.148,0.242,0.128,2141,17760,837,7.37,236,829,0.07,52,14,714
1144,1035,96,25.47,0,,,35,37167,7171,1577.0,4,5550,45092,45.06,0.11,1105,31.57,0.032,0.162,0.046,1332,8695,964,10.459,247,951,0.12,21,9,233
1091,1033,96,24.92,0,,,34,35061,6773,1510.0,3,5213,42551,44.41,0.09,1054,31.0,0.032,0.161,0.046,1127,8010,804,9.571,246,860,0.12,21,9,232
1290,1489,250,25.61,0,,,40,86209,16490,1517.0,0,13827,104804,37.92,0.0,1251,32.08,0.133,0.233,0.12,2597,17630,1070,9.273,239,1105,0.08,67,18,646
1131,1487,250,25.01,0,,,36,82161,15358,1384.0,0,12925,99717,38.44,0.0,1096,31.31,0.136,0.232,0.12,3164,17796,779,8.978,236,876,0.06,72,20,647
1725,1212,156,25.67,0,,,40,43742,8674,2094.0,0,6498,53512,52.35,0.0,1686,43.23,0.07,0.189,0.075,1319,14909,2025,11.261,260,1729,0.18,24,12,425
2150,1170,142,24.83,0,,,52,109214,18692,2928.0,0,20771,130670,56.31,0.0,2098,40.35,0.055,0.183,0.068,1424,27945,1176,6.608,217,1058,0.05,146,36,357
1725,919,20,24.9,0,,,39,42521,8422,2036.0,0,6332,52009,52.21,0.0,1686,43.23,0.026,0.144,0.01,85,14255,1753,10.599,247,1523,0.16,24,12,84
855,1033,96,25.52,0,,,36,59377,11257,1458.0,2,9936,71528,40.5,0.06,817,22.69,0.032,0.161,0.046,2430,11119,802,9.392,264,1015,0.08,20,9,232
828,968,30,25.0,0,,,29,97469,17066,990.0,0,18127,116322,34.14,0.0,799,27.55,0.035,0.151,0.014,133,15169,808,8.756,248,867,0.04,77,33,112
1091,1027,94,25.04,0,,,34,34635,6680,1510.0,3,5173,42019,44.41,0.09,1054,31.0,0.032,0.161,0.045,693,7885,784,9.808,246,862,0.12,21,9,224
475,1958,558,24.94,0,,,17,68491,9891,643.0,0,18049,78943,37.82,0.0,458,26.94,0.313,0.306,0.268,4181,5199,211,5.839,208,357,0.02,221,123,1298
1255,1581,342,25.61,0,,,37,86316,15648,1450.0,0,14701,104213,39.19,0.0,1218,32.92,0.145,0.247,0.164,2642,18987,779,8.977,242,855,0.05,64,20,796
1046,1490,250,25.52,0,,,34,74258,14436,1269.0,0,11317,90521,37.32,0.0,1013,30.7,0.133,0.233,0.12,2566,12806,643,8.976,228,837,0.07,70,18,646
475,1377,210,25.02,0,,,17,66005,9551,643.0,0,17370,76042,37.82,0.0,458,26.94,0.107,0.215,0.101,1621,5068,204,5.762,208,340,0.02,221,126,582
340,2777,852,24.99,0,,,14,53596,7570,815.0,0,14503,61558,58.21,0.0,326,23.29,0.397,0.434,0.41,38988,3715,221,6.075,209,372,0.02,186,89,2006
855,1033,96,25.55,0,,,36,59341,11247,1458.0,2,9935,71483,40.5,0.06,817,22.69,0.032,0.161,0.046,2395,11117,802,9.312,264,1015,0.08,20,9,232
1643,1553,266,25.66,0,,,47,81556,15021,2028.0,0,13920,98875,43.15,0.0,1597,34.72,0.151,0.243,0.128,2203,17860,852,7.548,236,829,0.07,52,14,721
2358,1803,424,25.43,0,,,58,119827,20327,3344.0,0,23112,143273,57.66,0.0,2300,39.66,0.212,0.282,0.204,3426,31974,1201,6.552,217,1090,0.04,146,39,1027
