NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
3596,1770,210,24.6,0,,,338,156304,10850,7378.0,0,48678,171520,21.83,0.0,3258,9.64,0.187,0.161,0.073,5324,126862,2693,8.367,344,2875,0.08,29,18,750
1459,2070,258,24.24,0,,,193,133309,11558,3059.0,0,36129,152908,15.85,0.0,1266,6.56,0.158,0.188,0.09,1637,65806,1900,11.113,240,1621,0.06,106,46,729
1399,1740,202,24.19,0,,,185,127353,11034,2917.0,0,34504,146111,15.77,0.0,1214,6.56,0.137,0.158,0.07,1132,61686,1822,11.058,240,1569,0.06,106,46,594
1939,2161,252,24.43,0,,,137,117143,10838,2916.0,0,30318,137286,21.28,0.0,1802,13.15,0.182,0.197,0.088,1367,72866,3673,9.137,318,2822,0.1,94,38,709
423,2336,304,24.09,0,,,39,39865,4110,706.0,0,10137,46494,18.1,0.0,384,9.85,0.171,0.212,0.106,5211,10948,1301,10.786,304,1228,0.09,117,51,865
2206,1297,82,24.54,0,,,51,108979,6381,2761.0,0,35474,119165,54.14,0.0,2155,42.25,0.079,0.118,0.029,447,84499,5867,10.548,244,6148,0.2,46,29,237
3022,1269,76,24.28,0,,,57,127859,7345,3807.0,0,41745,139724,66.79,0.0,2965,52.02,0.076,0.115,0.026,247,108221,7175,10.684,248,7095,0.21,46,30,205
4710,1491,124,24.56,0,,,505,216123,15734,10202.0,0,66893,237362,20.2,0.0,4206,8.35,0.15,0.136,0.043,725,177069,4271,7.992,393,3101,0.06,27,17,468
4684,1189,54,24.52,0,,,499,215172,15632,10096.0,0,66556,236338,20.23,0.0,4185,8.39,0.053,0.108,0.019,125,176504,4271,8.054,393,3101,0.06,27,17,125
4538,1454,114,24.36,0,,,490,208292,15156,9858.0,0,64391,228808,20.12,0.0,4048,8.26,0.134,0.132,0.04,613,166958,3996,7.82,387,2980,0.06,27,17,416
3888,1624,162,24.69,0,,,364,179761,12368,7940.0,0,56054,197151,21.81,0.0,3524,9.68,0.166,0.148,0.056,2255,152561,2802,8.409,365,3039,0.08,30,18,597
2612,1364,98,24.31,0,,,57,126693,7330,3287.0,0,41339,138462,57.67,0.0,2555,44.82,0.084,0.124,0.034,1055,107282,7226,11.011,251,7057,0.21,46,29,297
