NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
582,700,0,27.0,0,,,67,465601,62119,1090.0,1,116110,552837,16.27,0.01,514,7.67,0.014,0.249,0.0,6,101677,2791,7.979,2518,2757,0.02,581,244,6
558,1324,236,26.41,0,,,64,435479,58238,1033.0,1,108425,517304,16.14,0.02,493,7.7,0.347,0.472,0.376,6181,93777,2679,7.646,2518,2702,0.02,581,238,580
1448,1114,198,26.97,0,,,97,426381,70558,1914.0,0,92667,522418,19.73,0.0,1351,13.93,0.252,0.397,0.315,2369,140862,5397,8.962,2094,4355,0.04,416,188,401
553,1311,227,26.97,0,,,62,418758,55899,983.0,1,104329,497336,15.85,0.02,490,7.9,0.354,0.467,0.361,2797,88501,2627,7.511,2322,2602,0.02,581,236,565
424,2092,399,26.85,0,,,54,576016,55317,1251.0,1,188301,634208,23.17,0.02,369,6.83,0.578,0.745,0.635,26404,78282,1577,4.744,1865,1667,0.01,71,30,1219
4903,924,152,26.95,0,,,124,210111,27136,5529.0,0,50357,252190,44.59,0.0,4780,38.55,0.184,0.329,0.242,978,149434,8891,11.654,540,6393,0.15,169,83,291
1645,969,152,26.43,0,,,96,382087,66819,2042.0,0,77224,474189,21.27,0.0,1549,16.14,0.19,0.345,0.242,429,126799,4827,8.8,1067,3781,0.04,304,168,278
358,700,0,26.97,0,,,52,546499,52331,939.0,1,178594,601128,18.06,0.02,305,5.87,0.014,0.249,0.0,6,34110,1395,4.292,1439,1531,0.01,44,25,6
5100,1448,249,26.41,0,,,127,218660,28255,5735.0,0,52423,262420,45.16,0.0,4974,39.17,0.401,0.516,0.396,1649,157703,8923,11.178,540,6441,0.15,169,84,664
379,2018,389,26.39,0,,,53,586228,56174,963.0,1,191531,644867,18.17,0.02,325,6.13,0.551,0.719,0.619,19602,41327,1511,4.246,1676,1690,0.01,44,25,1169
1479,1309,248,27.01,0,,,104,406220,71219,1879.0,0,82726,504835,18.07,0.0,1375,13.22,0.32,0.466,0.395,4306,151720,4229,9.661,1078,3445,0.03,313,156,576
549,1315,230,26.52,0,,,61,408189,54535,964.0,1,101640,484864,15.8,0.02,487,7.98,0.347,0.468,0.366,4143,85682,2533,7.143,2321,2552,0.02,581,234,560
145,2024,385,26.41,0,,,24,311579,29620,392.0,0,102599,342297,16.33,0.0,121,5.04,0.571,0.721,0.613,13744,3855,285,2.487,300,417,0.0,60,32,1165
1765,1399,275,26.92,0,,,241,366361,51001,5731.0,0,85178,435063,23.78,0.0,1576,6.54,0.361,0.498,0.438,4387,70808,2269,6.655,2073,2444,0.03,476,198,678
358,1453,285,26.39,0,,,41,277633,42600,649.0,8,58957,333931,15.83,0.2,309,7.54,0.367,0.518,0.454,8582,34294,1822,5.676,1348,2462,0.03,637,246,691
295,2019,389,26.46,0,,,49,505712,48334,867.0,1,165362,556170,17.69,0.02,245,5.0,0.558,0.719,0.619,19709,26666,1272,4.059,1143,1377,0.01,44,25,1170
400,1554,297,26.52,0,,,54,532233,50938,987.0,1,173681,585725,18.28,0.02,345,6.39,0.463,0.554,0.473,3885,39445,1554,4.432,1862,1684,0.01,44,26,850
179,2091,399,27.05,0,,,39,537475,51336,579.0,1,175862,590841,14.85,0.03,139,3.56,0.571,0.745,0.635,24810,12576,822,3.945,1047,1096,0.01,65,32,1218
1675,1339,254,26.92,0,,,115,467901,80892,2121.0,0,96452,579767,18.44,0.0,1560,13.57,0.34,0.477,0.404,4995,189160,4669,9.928,1132,3779,0.03,357,156,605
