NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
2127,2344,344,35.12,0,,,105,452792,54060,2788.0,0,110792,522191,26.55,0.0,2023,19.27,0.151,0.135,0.066,4867,152711,3582,9.999,1219,3381,0.03,217,111,964
,2677,386,2.35,0,,,0,3045,247,,,994,3311,,,,,0.175,0.155,0.074,3065,,,0.072,202,0,0.0,24,15,1256
928,3097,546,23.85,0,,,55,345059,37584,1175.0,0,88147,393086,21.36,0.0,873,15.87,0.233,0.179,0.105,10260,47629,1360,4.184,1068,1518,0.02,398,178,1559
820,2364,300,9.19,0,,,34,40939,4373,967.0,0,10798,46743,28.44,0.0,786,23.12,0.165,0.137,0.058,1858,6942,583,1.743,242,704,0.06,106,40,989
134,1751,150,5.39,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.412,217,27,0.01,39,17,492
134,1751,150,5.14,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.431,217,27,0.01,39,17,492
928,3097,546,23.45,0,,,55,345059,37584,1175.0,0,88147,393086,21.36,0.0,873,15.87,0.233,0.179,0.105,10260,47629,1360,4.085,1068,1518,0.02,398,178,1559
106315,3481,642,893.11,0,,,1646,9964493,866947,267669.0,0,3291821,11017894,162.62,0.0,104669,63.59,0.198,0.201,0.123,37409,16143940,37527,459.646,1529,22681,0.03,436,177,1917
134,1751,150,5.3,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.451,217,27,0.01,39,17,492
134,2209,272,6.09,0,,,14,12612,1197,199.0,0,3773,14032,14.21,0.0,120,8.57,0.148,0.128,0.052,1848,774,108,0.483,217,173,0.04,39,17,913
928,3097,546,23.9,0,,,55,345059,37584,1175.0,0,88147,393086,21.36,0.0,873,15.87,0.233,0.179,0.105,10260,47629,1360,4.385,1068,1518,0.02,398,178,1559
928,3097,546,25.23,0,,,55,345059,37584,1175.0,0,88147,393086,21.36,0.0,873,15.87,0.233,0.179,0.105,10260,47629,1360,4.358,1068,1518,0.02,398,178,1559
2127,2344,344,36.5,0,,,105,452792,54060,2788.0,0,110792,522191,26.55,0.0,2023,19.27,0.151,0.135,0.066,4867,152711,3582,10.483,1219,3381,0.03,217,111,964
,4053,730,7.23,0,,,0,24582,2171,,,7989,26797,,,,,0.272,0.234,0.14,24627,,,0.31,202,0,0.0,57,44,2507
820,2364,300,7.62,0,,,34,30325,3463,967.0,0,7688,35083,28.44,0.0,786,23.12,0.165,0.137,0.058,1858,6540,583,1.737,242,716,0.08,91,32,989
134,1751,150,5.33,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.507,217,27,0.01,39,17,492
159993,3590,670,893.21,0,,,3074,9366334,1032661,676408.0,0,2521713,10700026,220.04,0.0,156919,51.05,0.2,0.207,0.129,19560,10998359,29341,319.21,1503,21352,0.02,329,144,2011
134,1751,150,5.34,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.402,217,27,0.01,39,17,492
380,2818,484,5.39,0,,,26,11374,1391,510.0,0,2754,13141,19.62,0.0,355,13.65,0.214,0.163,0.093,4268,2926,314,0.95,214,364,0.11,21,10,1509
322,1802,156,10.23,0,,,25,78419,7585,442.0,0,21892,87743,17.68,0.0,297,11.88,0.103,0.104,0.03,529,4167,301,1.369,241,400,0.02,116,66,478
151226,3327,590,893.24,0,,,5188,12241842,1530054,465332.0,0,2990365,14349445,89.69,0.0,146038,28.15,0.198,0.192,0.113,22449,11065611,22160,289.578,1682,15461,0.01,434,189,1755
39253,3510,660,893.07,0,,,2286,10423834,1026792,198268.0,0,3018430,11730437,86.73,0.0,36967,16.17,0.202,0.203,0.127,43996,12520861,36517,401.79,1828,22296,0.02,562,219,1942
928,3097,546,24.97,0,,,55,345059,37584,1175.0,0,88147,393086,21.36,0.0,873,15.87,0.233,0.179,0.105,10260,47629,1360,4.402,1068,1518,0.02,398,178,1559
134,1751,150,5.35,0,,,14,10525,962,199.0,0,3192,11705,14.21,0.0,120,8.57,0.101,0.101,0.029,631,774,108,0.529,217,27,0.01,39,17,492
38627,2773,454,892.76,0,,,2270,10245766,1013346,196733.0,0,2959044,11535605,86.67,0.0,36357,16.02,0.179,0.16,0.087,9089,12227168,36267,394.767,1810,22148,0.02,562,218,1288
,7331,1690,16.42,0,,,0,90470,6327,,,32894,96823,,,,,0.398,0.423,0.325,90497,,,1.13,202,0,0.0,62,34,5458
,4053,730,7.01,0,,,0,24582,2171,,,7989,26797,,,,,0.272,0.234,0.14,24627,,,0.347,202,0,0.0,57,44,2507
,2975,528,3.06,0,,,0,3730,430,,,973,4220,,,,,0.227,0.172,0.101,3791,,,0.102,202,0,0.0,66,47,1491
39397,3236,536,892.77,0,,,2287,10439513,1028185,198435.0,0,3023127,11747761,86.77,0.0,37110,16.23,0.196,0.187,0.103,15066,12542972,36517,405.674,1828,22410,0.02,562,219,1609
,2677,386,2.37,0,,,0,3045,247,,,994,3311,,,,,0.175,0.155,0.074,3065,,,0.044,202,0,0.0,24,16,1256
