NoAffS,VL,VC,Time,Result,AFC,SFC,NoR,NoIter,NoStop,AvgLenTP,DNonTItp,NoAbs,NoCSucc,AvgLenTPblk,DNonTItpblk,ENonTItp,ENonTItpblk,FCov,LCov,CCov,SizRS,TPredAbs,NoPredBAbs,TimPrec,NoBDDN,SizBDDQ,SizBDDQAvg,MaxWait,AvgWait,NoRL
9574,2007,144,24.37,0,,,304,86713,6274,31451.0,0,28527,94478,103.46,0.0,9270,30.49,0.132,0.173,0.057,1379,98922,3381,5.719,272,2931,0.15,32,21,580
6578,2072,190,24.42,0,,,190,169920,15351,10361.0,0,50446,187418,54.53,0.0,6388,33.62,0.132,0.179,0.075,1285,180163,4460,7.846,320,3616,0.1,21,9,691
4844,2151,176,24.21,0,,,153,151397,12339,6174.0,0,48343,167817,40.35,0.0,4691,30.66,0.145,0.185,0.069,1735,254546,10519,11.028,570,6460,0.21,16,7,711
7443,2108,168,24.29,0,,,244,192669,18153,10959.0,0,53477,220331,44.91,0.0,7199,29.5,0.13,0.182,0.066,1428,233397,7228,9.974,604,4868,0.13,61,18,644
5536,1701,114,24.2,0,,,334,191627,18527,11912.0,0,53986,218173,35.66,0.0,5202,15.57,0.09,0.147,0.045,692,196977,7906,8.859,644,5424,0.13,55,18,394
5637,2085,168,24.41,0,,,165,167287,13581,7179.0,0,53334,185243,43.51,0.0,5472,33.16,0.138,0.18,0.066,1638,280704,11089,11.343,587,6875,0.21,18,7,678
7698,2132,176,24.43,0,,,219,200163,18754,10599.0,0,56134,227046,48.4,0.0,7479,34.15,0.136,0.184,0.069,1297,231798,6787,9.557,589,4610,0.11,46,18,665
5323,2243,192,24.41,0,,,330,186154,18020,11707.0,0,52408,212016,35.48,0.0,4994,15.18,0.151,0.193,0.076,2302,188527,7590,8.802,631,4949,0.12,55,18,765
5536,1658,108,24.2,0,,,334,191554,18518,11912.0,0,53963,218089,35.66,0.0,5202,15.57,0.081,0.143,0.043,617,196851,7899,9.097,644,5406,0.13,55,18,370
5582,1805,134,24.38,0,,,335,194173,18764,11961.0,0,54728,221022,35.7,0.0,5247,15.66,0.1,0.156,0.053,928,200961,8085,9.03,655,5466,0.13,55,18,471
5321,2257,204,24.18,0,,,161,158196,12830,6851.0,0,50488,175218,42.55,0.0,5160,32.05,0.157,0.194,0.081,2428,264309,10629,11.037,570,6609,0.21,17,7,810
6578,2113,196,24.26,0,,,190,169995,15357,10361.0,0,50469,187499,54.53,0.0,6388,33.62,0.138,0.182,0.077,1359,180249,4460,7.98,320,3616,0.1,21,9,721
5444,2131,172,24.38,0,,,333,188647,18246,11863.0,0,53132,214809,35.62,0.0,5112,15.4,0.138,0.184,0.068,2337,192335,7767,8.844,639,5162,0.12,55,18,681
9778,1976,140,24.19,0,,,382,90906,6545,35955.0,0,30028,99003,94.12,0.0,9396,24.6,0.132,0.17,0.055,1218,97417,3381,5.124,272,2931,0.14,32,20,562
7242,2594,284,24.07,0,,,146,166237,15683,10820.0,0,48381,183127,74.11,0.0,7096,48.6,0.171,0.223,0.112,5067,88549,1926,5.442,293,1937,0.06,17,11,1056
6946,2388,256,24.16,0,,,195,176663,15962,10903.0,0,52441,194812,55.91,0.0,6752,34.8,0.155,0.206,0.101,2170,189391,4460,8.14,320,3616,0.1,21,9,932
5681,2255,204,24.19,0,,,154,148868,12154,6804.0,0,47274,165055,44.18,0.0,5527,35.89,0.155,0.194,0.081,2516,253495,10189,10.938,611,6657,0.23,17,6,809
5385,2234,192,24.17,0,,,330,186253,18026,11707.0,0,52434,212124,35.48,0.0,5055,15.32,0.153,0.192,0.076,2143,188653,7594,8.544,631,4945,0.12,55,18,756
10799,1841,122,24.38,0,,,293,155325,12369,18551.0,0,49887,170983,63.31,0.0,10507,35.98,0.118,0.159,0.048,2903,217068,4766,7.587,575,3389,0.12,41,21,486
5588,1595,80,24.1,0,,,153,144378,11783,6708.0,0,45884,160123,43.84,0.0,5435,35.52,0.081,0.137,0.032,570,245655,10175,11.169,611,6645,0.23,17,6,317
9970,2008,144,24.11,0,,,393,92787,6673,37027.0,0,30668,101035,94.22,0.0,9578,24.43,0.132,0.173,0.057,1267,99522,3381,4.945,272,2971,0.14,32,20,583
6992,1774,116,24.26,0,,,267,145108,12304,17822.0,0,44608,159327,66.75,0.0,6725,25.19,0.1,0.153,0.046,1091,155787,4299,6.864,298,3405,0.1,17,9,459
7704,1623,94,24.21,0,,,241,148764,14763,13344.0,0,40362,172100,55.37,0.0,7463,30.97,0.077,0.14,0.037,759,181020,7983,10.28,681,5385,0.16,65,21,337
5117,1847,132,24.13,0,,,235,180126,16560,9986.0,0,53160,200993,42.49,0.0,4882,20.77,0.112,0.159,0.052,1673,212288,5764,8.718,550,4258,0.12,38,18,524
9661,2224,196,24.35,0,,,411,104436,8143,31112.0,0,31547,115965,75.7,0.0,9251,22.56,0.147,0.192,0.077,3292,93464,3608,5.289,328,2993,0.13,57,31,765
5385,2235,192,23.78,0,,,331,186258,18026,11765.0,0,52437,212129,35.54,0.0,5055,15.32,0.153,0.193,0.076,2149,188666,7594,8.572,631,4983,0.12,55,18,759
10024,2188,178,24.4,0,,,394,93581,6728,37150.0,0,30938,101892,94.29,0.0,9630,24.44,0.151,0.189,0.07,1767,100663,3381,5.548,272,2971,0.14,32,20,708
10371,2282,202,24.23,0,,,409,97500,7015,38655.0,0,32219,106146,94.51,0.0,9962,24.36,0.155,0.197,0.08,2002,104923,3387,4.935,272,2980,0.13,32,20,792
4858,2367,256,24.4,0,,,223,174656,16065,9364.0,0,51556,194893,41.99,0.0,4635,20.78,0.159,0.204,0.101,2651,205193,5750,8.633,550,4246,0.12,38,18,926
5582,2010,166,24.28,0,,,335,194967,18843,11961.0,0,54949,221910,35.7,0.0,5247,15.66,0.126,0.173,0.066,1728,202152,8169,9.174,660,5550,0.13,55,18,632
